Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.002,
Horizontal Delay,0,
Sample Interval,2e-05,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Vertical Position,-1.96,-2.96
,,
,,
,,
Label,,
TIME,CH1,CH2
3.800e-03,3.74875,2.53227
3.820e-03,3.98594,2.52953
3.840e-03,4.27375,2.52453
3.860e-03,4.60187,2.51555
3.880e-03,4.915,2.51656
3.900e-03,5.21937,2.5125
3.920e-03,5.53625,2.51766
3.940e-03,5.86562,2.51938
3.960e-03,6.18156,2.5175
3.980e-03,6.46844,2.5157
4.000e-03,6.75156,2.51828
4.020e-03,7.04375,2.52586
4.040e-03,7.32406,2.52133
4.060e-03,7.60844,2.51852
4.080e-03,7.89469,2.52352
4.100e-03,8.11906,2.52766
4.120e-03,8.36437,2.52125
4.140e-03,8.5925,2.52609
4.160e-03,8.79125,2.52547
4.180e-03,8.97125,2.52695
4.200e-03,9.13063,2.53023
4.220e-03,9.28625,2.5307
4.240e-03,9.42375,2.53344
4.260e-03,9.54906,2.53531
4.280e-03,9.67156,2.53484
4.300e-03,9.7525,2.54156
4.320e-03,9.8225,2.54516
4.340e-03,9.87125,2.54273
4.360e-03,9.91344,2.54633
4.380e-03,9.91375,2.5418
4.400e-03,9.90844,2.54766
4.420e-03,9.87562,2.55016
4.440e-03,9.82937,2.54953
4.460e-03,9.75531,2.55133
4.480e-03,9.66125,2.55516
4.500e-03,9.5275,2.55359
4.520e-03,9.44438,2.55187
4.540e-03,9.29281,2.5582
4.560e-03,9.12375,2.55789
4.580e-03,8.97281,2.56234
4.600e-03,8.77625,2.55484
4.620e-03,8.57969,2.55797
4.640e-03,8.36313,2.55531
4.660e-03,8.13063,2.5575
4.680e-03,7.87125,2.55414
4.700e-03,7.61437,2.55687
4.720e-03,7.32656,2.55859
4.740e-03,7.04094,2.55797
4.760e-03,6.7575,2.56211
4.780e-03,6.46687,2.55828
4.800e-03,6.17094,2.55633
4.820e-03,5.85531,2.55766
4.840e-03,5.53,2.55906
4.860e-03,5.22531,2.55969
4.880e-03,4.91594,2.55805
4.900e-03,4.6125,2.55617
4.920e-03,4.28594,2.54852
4.940e-03,3.98906,2.55125
4.960e-03,3.74969,2.54727
4.980e-03,3.43781,2.55187
5.000e-03,3.13813,2.54836
5.020e-03,2.86437,2.50414
5.040e-03,2.59187,2.32484
5.060e-03,2.31844,2.08258
5.080e-03,2.05938,1.84852
5.100e-03,1.79781,1.61492
5.120e-03,1.54969,1.40742
5.140e-03,1.34469,1.20523
5.160e-03,1.15875,1.00789
5.180e-03,0.96,0.833906
5.200e-03,0.765,0.671875
5.220e-03,0.615937,0.522187
5.240e-03,0.465,0.390078
5.260e-03,0.34375,0.275703
5.280e-03,0.2325,0.184609
5.300e-03,0.143437,0.109766
5.320e-03,0.070625,0.0432031
5.340e-03,0.0215625,0.000859375
5.360e-03,0.0015625,-0.0310938
5.380e-03,-0.0075,-0.0360938
5.400e-03,0.0125,-0.0239063
5.420e-03,0.0415625,0.00664062
5.440e-03,0.0721875,0.0534375
5.460e-03,0.1475,0.118125
5.480e-03,0.23625,0.198594
5.500e-03,0.348125,0.295625
5.520e-03,0.46625,0.413828
5.540e-03,0.624687,0.546875
5.560e-03,0.78,0.701094
5.580e-03,0.95125,0.860781
5.600e-03,1.16156,1.0457
5.620e-03,1.34937,1.24055
5.640e-03,1.55594,1.43367
5.660e-03,1.80156,1.64562
5.680e-03,2.04656,1.87219
5.700e-03,2.31156,2.10078
5.720e-03,2.58594,2.33953
5.740e-03,2.86,2.52141
5.760e-03,3.15,2.54891
5.780e-03,3.44813,2.53688
5.800e-03,3.74156,2.52875
5.820e-03,3.98594,2.51805
5.840e-03,4.28594,2.51711
5.860e-03,4.6025,2.51898
5.880e-03,4.91531,2.51977
5.900e-03,5.21906,2.52141
5.920e-03,5.53406,2.51242
5.940e-03,5.86719,2.51633
5.960e-03,6.18313,2.51805
5.980e-03,6.4775,2.51828
6.000e-03,6.74437,2.52172
6.020e-03,7.03906,2.51555
6.040e-03,7.33781,2.52461
6.060e-03,7.61094,2.52305
6.080e-03,7.87719,2.52414
6.100e-03,8.12562,2.52555
6.120e-03,8.35469,2.52633
6.140e-03,8.57437,2.5275
6.160e-03,8.78719,2.52547
6.180e-03,8.97844,2.53234
6.200e-03,9.12937,2.52805
6.220e-03,9.28094,2.53555
6.240e-03,9.42531,2.54
6.260e-03,9.54812,2.53289
6.280e-03,9.65344,2.54094
6.300e-03,9.74781,2.53563
6.320e-03,9.83031,2.54078
6.340e-03,9.87438,2.53797
6.360e-03,9.90687,2.54641
6.380e-03,9.91531,2.54883
6.400e-03,9.89813,2.55063
6.420e-03,9.86094,2.54547
6.440e-03,9.81656,2.54883
6.460e-03,9.7525,2.55016
6.480e-03,9.66094,2.55352
6.500e-03,9.55813,2.5493
6.520e-03,9.43031,2.55445
6.540e-03,9.28094,2.55391
6.560e-03,9.12688,2.55828
6.580e-03,8.98094,2.55773
6.600e-03,8.79531,2.56305
6.620e-03,8.5725,2.55508
6.640e-03,8.35875,2.55852
6.660e-03,8.10875,2.55844
6.680e-03,7.86875,2.56047
6.700e-03,7.61844,2.55398
6.720e-03,7.3375,2.55953
6.740e-03,7.04562,2.56203
6.760e-03,6.76313,2.56234
6.780e-03,6.47875,2.56094
6.800e-03,6.18688,2.55789
6.820e-03,5.85625,2.56219
6.840e-03,5.52813,2.56109
6.860e-03,5.2275,2.55844
6.880e-03,4.93156,2.55734
6.900e-03,4.59687,2.55484
6.920e-03,4.275,2.55539
6.940e-03,3.99156,2.54969
6.960e-03,3.7275,2.54891
6.980e-03,3.44625,2.55172
7.000e-03,3.14719,2.54984
7.020e-03,2.86313,2.50969
7.040e-03,2.58312,2.32508
7.060e-03,2.31094,2.08969
7.080e-03,2.04625,1.84539
7.100e-03,1.79688,1.61141
7.120e-03,1.54906,1.41211
7.140e-03,1.35,1.21023
7.160e-03,1.15844,1.01375
7.180e-03,0.953125,0.833672
7.200e-03,0.7775,0.669453
7.220e-03,0.601562,0.522578
7.240e-03,0.462813,0.388125
7.260e-03,0.334062,0.277422
7.280e-03,0.241875,0.180078
7.300e-03,0.130625,0.108516
7.320e-03,0.0590625,0.0484375
7.340e-03,0.0296875,-0.0003125
7.360e-03,0.006875,-0.0314844
7.380e-03,-0.0134375,-0.0347656
7.400e-03,0.0103125,-0.0230469
7.420e-03,0.0340625,0.00960937
7.440e-03,0.0675,0.0551563
7.460e-03,0.135937,0.121094
7.480e-03,0.230312,0.1975
7.500e-03,0.335312,0.289844
7.520e-03,0.469375,0.410391
7.540e-03,0.607812,0.545859
7.560e-03,0.762188,0.698984
7.580e-03,0.960625,0.861563
7.600e-03,1.16344,1.04484
7.620e-03,1.34187,1.23195
7.640e-03,1.56031,1.43211
7.660e-03,1.79656,1.64133
7.680e-03,2.03875,1.86914
7.700e-03,2.30969,2.10156
7.720e-03,2.58969,2.33742
7.740e-03,2.86281,2.52016
7.760e-03,3.15156,2.54578
7.780e-03,3.44125,2.53492
7.800e-03,3.72031,2.53062
7.820e-03,3.9975,2.52664
7.840e-03,4.2825,2.52047
7.860e-03,4.60906,2.52031
7.880e-03,4.92063,2.5132
7.900e-03,5.225,2.52062
7.920e-03,5.55375,2.51641
7.940e-03,5.85531,2.52094
7.960e-03,6.17469,2.51477
7.980e-03,6.47187,2.51711
8.000e-03,6.74437,2.51648
8.020e-03,7.04406,2.51984
8.040e-03,7.34563,2.52062
8.060e-03,7.59906,2.52672
8.080e-03,7.86219,2.5225
8.100e-03,8.10875,2.52906
8.120e-03,8.37438,2.52484
8.140e-03,8.59781,2.52594
8.160e-03,8.79125,2.52859
8.180e-03,8.97312,2.53094
8.200e-03,9.13531,2.53531
8.220e-03,9.28781,2.53383
8.240e-03,9.42594,2.53523
8.260e-03,9.54406,2.53398
8.280e-03,9.65406,2.53641
8.300e-03,9.7525,2.53594
8.320e-03,9.81531,2.53875
8.340e-03,9.86562,2.54625
8.360e-03,9.90125,2.54234
8.380e-03,9.91469,2.54617
8.400e-03,9.89594,2.5482
8.420e-03,9.86437,2.55297
8.440e-03,9.82313,2.55406
8.460e-03,9.74812,2.55195
8.480e-03,9.65031,2.55266
8.500e-03,9.55031,2.54984
8.520e-03,9.42938,2.5568
8.540e-03,9.27906,2.55492
8.560e-03,9.11906,2.55313
8.580e-03,8.97469,2.56031
8.600e-03,8.78438,2.56055
8.620e-03,8.58781,2.55812
8.640e-03,8.34531,2.55383
8.660e-03,8.1125,2.55516
8.680e-03,7.855,2.55555
8.700e-03,7.59906,2.56117
8.720e-03,7.33656,2.56117
8.740e-03,7.04,2.5568
8.760e-03,6.75094,2.56203
8.780e-03,6.46406,2.55812
8.800e-03,6.17156,2.55414
8.820e-03,5.85688,2.55625
8.840e-03,5.53313,2.55273
8.860e-03,5.23562,2.56062
8.880e-03,4.91969,2.55984
8.900e-03,4.59187,2.55664
8.920e-03,4.28,2.55313
8.940e-03,3.99313,2.55344
8.960e-03,3.74625,2.55102
8.980e-03,3.45312,2.55141
9.000e-03,3.145,2.54422
9.020e-03,2.87844,2.51227
9.040e-03,2.58062,2.33031
9.060e-03,2.31531,2.08484
9.080e-03,2.055,1.84914
9.100e-03,1.79281,1.61289
9.120e-03,1.57219,1.41172
9.140e-03,1.35281,1.2032
9.160e-03,1.1575,1.01266
9.180e-03,0.945,0.836797
9.200e-03,0.775,0.673125
9.220e-03,0.607187,0.520234
9.240e-03,0.455937,0.388906
9.260e-03,0.354375,0.269766
9.280e-03,0.229062,0.181641
9.300e-03,0.138125,0.104219
9.320e-03,0.0775,0.0446094
9.340e-03,0.015625,-0.00242188
9.360e-03,-0.003125,-0.0288281
9.380e-03,-0.018125,-0.0328125
9.400e-03,-0.0040625,-0.0230469
9.420e-03,0.0190625,0.00460938
9.440e-03,0.0728125,0.0572656
9.460e-03,0.152813,0.124922
9.480e-03,0.232812,0.201016
9.500e-03,0.328125,0.293984
9.520e-03,0.471875,0.415625
9.540e-03,0.62,0.548437
9.560e-03,0.770625,0.700547
9.580e-03,0.952812,0.865312
9.600e-03,1.15656,1.04594
9.620e-03,1.35031,1.23383
9.640e-03,1.56062,1.43352
9.660e-03,1.80344,1.63617
9.680e-03,2.03,1.86734
9.700e-03,2.30625,2.10391
9.720e-03,2.59063,2.33461
9.740e-03,2.84469,2.51656
9.760e-03,3.14562,2.54828
9.780e-03,3.45281,2.54352
9.800e-03,3.75312,2.52859
9.820e-03,3.98781,2.52047
9.840e-03,4.27656,2.52211
9.860e-03,4.6,2.51977
9.880e-03,4.92687,2.52336
9.900e-03,5.21875,2.51812
9.920e-03,5.55781,2.51844
9.940e-03,5.87031,2.52484
9.960e-03,6.16312,2.52141
9.980e-03,6.45562,2.51859

