Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
-8.440e-03,0.7475,0.481875
-8.420e-03,0.920937,0.471641
-8.400e-03,1.14,0.468516
-8.380e-03,1.33562,0.471172
-8.360e-03,1.55031,0.466484
-8.340e-03,1.78156,0.467187
-8.320e-03,2.00438,0.466875
-8.300e-03,2.29625,0.463828
-8.280e-03,2.55469,0.462891
-8.260e-03,2.85594,0.461172
-8.240e-03,3.13437,0.461172
-8.220e-03,3.43125,0.467812
-8.200e-03,3.70875,0.461797
-8.180e-03,4.00656,0.462031
-8.160e-03,4.27094,0.465078
-8.140e-03,4.58156,0.464063
-8.120e-03,4.90563,0.46375
-8.100e-03,5.20656,0.466797
-8.080e-03,5.53219,0.459375
-8.060e-03,5.81594,0.463047
-8.040e-03,6.15469,0.465547
-8.020e-03,6.45594,0.466797
-8.000e-03,6.7225,0.464219
-7.980e-03,7.01281,0.467187
-7.960e-03,7.28875,0.470156
-7.940e-03,7.58469,0.466875
-7.920e-03,7.86719,0.470156
-7.900e-03,8.0825,0.47125
-7.880e-03,8.34375,0.471562
-7.860e-03,8.56188,0.470469
-7.840e-03,8.77781,0.473359
-7.820e-03,8.96656,0.4775
-7.800e-03,9.14438,0.478125
-7.780e-03,9.27219,0.481797
-7.760e-03,9.425,0.474531
-7.740e-03,9.53531,0.479453
-7.720e-03,9.65531,0.474688
-7.700e-03,9.74687,0.484688
-7.680e-03,9.81906,0.482422
-7.660e-03,9.86937,0.4875
-7.640e-03,9.90375,0.493437
-7.620e-03,9.92719,0.486797
-7.600e-03,9.90406,0.492188
-7.580e-03,9.89062,0.494922
-7.560e-03,9.82844,0.494844
-7.540e-03,9.7525,0.498672
-7.520e-03,9.67719,0.498203
-7.500e-03,9.57125,0.498125
-7.480e-03,9.45437,0.495938
-7.460e-03,9.29938,0.503516
-7.440e-03,9.17406,0.502031
-7.420e-03,9.0075,0.503906
-7.400e-03,8.81563,0.50625
-7.380e-03,8.62656,0.505156
-7.360e-03,8.38188,0.507656
-7.340e-03,8.14906,0.504687
-7.320e-03,7.92188,0.508516
-7.300e-03,7.64469,0.504375
-7.280e-03,7.37344,0.509375
-7.260e-03,7.06219,0.506953
-7.240e-03,6.79281,0.5075
-7.220e-03,6.50906,0.510078
-7.200e-03,6.21063,0.505859
-7.180e-03,5.89594,0.509531
-7.160e-03,5.575,0.5125
-7.140e-03,5.27688,0.502344
-7.120e-03,4.96687,0.505625
-7.100e-03,4.65125,0.505234
-7.080e-03,4.33969,0.508984
-7.060e-03,4.05687,0.509922
-7.040e-03,3.78938,0.503437
-7.020e-03,3.49875,0.506953
-7.000e-03,3.19813,0.504141
-6.980e-03,2.89406,0.503125
-6.960e-03,2.62438,0.499297
-6.940e-03,2.35813,0.501797
-6.920e-03,2.09063,0.500781
-6.900e-03,1.81719,0.495234
-6.880e-03,1.58094,0.497812
-6.860e-03,1.38313,0.496875
-6.840e-03,1.185,0.494297
-6.820e-03,0.984688,0.489766
-6.800e-03,0.79625,0.4875
-6.780e-03,0.619063,0.474141
-6.760e-03,0.484375,0.389687
-6.740e-03,0.35375,0.287891
-6.720e-03,0.232187,0.201797
-6.700e-03,0.143125,0.133125
-6.680e-03,0.090625,0.0696094
-6.660e-03,0.0284375,0.0296875
-6.640e-03,-0.001875,-0.00328125
-6.620e-03,-0.00125,-0.0148438
-6.600e-03,-0.01375,-0.00601563
-6.580e-03,0.0278125,0.0178906
-6.560e-03,0.0871875,0.0607812
-6.540e-03,0.139687,0.125
-6.520e-03,0.207187,0.188906
-6.500e-03,0.31625,0.270156
-6.480e-03,0.45375,0.370625
-6.460e-03,0.586875,0.457813
-6.440e-03,0.757812,0.474766
-6.420e-03,0.927188,0.475
-6.400e-03,1.13281,0.475
-6.380e-03,1.34063,0.469688
-6.360e-03,1.5475,0.464063
-6.340e-03,1.77969,0.465625
-6.320e-03,2.01375,0.465156
-6.300e-03,2.27844,0.466719
-6.280e-03,2.56656,0.466641
-6.260e-03,2.8375,0.455703
-6.240e-03,3.1225,0.464766
-6.220e-03,3.43031,0.465469
-6.200e-03,3.73094,0.463984
-6.180e-03,4.00719,0.464688
-6.160e-03,4.27156,0.461953
-6.140e-03,4.575,0.462422
-6.120e-03,4.90313,0.462969
-6.100e-03,5.20125,0.463906
-6.080e-03,5.51469,0.462344
-6.060e-03,5.83281,0.464609
-6.040e-03,6.15031,0.463437
-6.020e-03,6.45094,0.464766
-6.000e-03,6.73,0.4675
-5.980e-03,7.00094,0.46875
-5.960e-03,7.31062,0.470938
-5.940e-03,7.57781,0.464609
-5.920e-03,7.84438,0.468984
-5.900e-03,8.08344,0.468672
-5.880e-03,8.3275,0.474297
-5.860e-03,8.56375,0.477109
-5.840e-03,8.7675,0.475547
-5.820e-03,8.96312,0.476641
-5.800e-03,9.13281,0.475
-5.780e-03,9.26219,0.480156
-5.760e-03,9.42375,0.482344
-5.740e-03,9.54625,0.481172
-5.720e-03,9.6675,0.481328
-5.700e-03,9.73844,0.4825
-5.680e-03,9.8175,0.487969
-5.660e-03,9.87344,0.48625
-5.640e-03,9.90563,0.491719
-5.620e-03,9.90687,0.491172
-5.600e-03,9.88906,0.48875
-5.580e-03,9.88687,0.491719
-5.560e-03,9.8325,0.495625
-5.540e-03,9.76687,0.499297
-5.520e-03,9.675,0.496328
-5.500e-03,9.55687,0.499609
-5.480e-03,9.44969,0.500547
-5.460e-03,9.30813,0.500391
-5.440e-03,9.175,0.508516
-5.420e-03,9.00719,0.503516
-5.400e-03,8.84031,0.500859
-5.380e-03,8.60688,0.501328
-5.360e-03,8.38219,0.503203
-5.340e-03,8.14313,0.511172
-5.320e-03,7.90094,0.509375
-5.300e-03,7.65281,0.508984
-5.280e-03,7.37844,0.508203
-5.260e-03,7.07344,0.508125
-5.240e-03,6.78313,0.509844
-5.220e-03,6.50375,0.509922
-5.200e-03,6.21906,0.509687
-5.180e-03,5.89281,0.510156
-5.160e-03,5.57281,0.51375
-5.140e-03,5.26875,0.510547
-5.120e-03,4.9425,0.508516
-5.100e-03,4.65125,0.507969
-5.080e-03,4.3275,0.503047
-5.060e-03,4.05156,0.506641
-5.040e-03,3.7925,0.504375
-5.020e-03,3.48875,0.508281
-5.000e-03,3.17375,0.503047
-4.980e-03,2.90062,0.504531
-4.960e-03,2.64031,0.503516
-4.940e-03,2.35156,0.497891
-4.920e-03,2.07875,0.500469
-4.900e-03,1.81562,0.501484
-4.880e-03,1.59,0.500234
-4.860e-03,1.38969,0.497656
-4.840e-03,1.17563,0.497109
-4.820e-03,0.96625,0.491797
-4.800e-03,0.792187,0.488437
-4.780e-03,0.636875,0.472266
-4.760e-03,0.48,0.395391
-4.740e-03,0.348438,0.291719
-4.720e-03,0.241875,0.202812
-4.700e-03,0.156563,0.133359
-4.680e-03,0.0778125,0.0720312
-4.660e-03,0.0446875,0.025625
-4.640e-03,-0.02375,0.00101562
-4.620e-03,0.004375,-0.0129688
-4.600e-03,-0.0034375,-0.00757813
-4.580e-03,0.0290625,0.0183594
-4.560e-03,0.0825,0.0610156
-4.540e-03,0.149688,0.118125
-4.520e-03,0.205312,0.192578
-4.500e-03,0.317188,0.27
-4.480e-03,0.446563,0.367656
-4.460e-03,0.599063,0.45625
-4.440e-03,0.748438,0.481563
-4.420e-03,0.944375,0.476094
-4.400e-03,1.13656,0.479453
-4.380e-03,1.33094,0.469219
-4.360e-03,1.54312,0.472187
-4.340e-03,1.76781,0.469453
-4.320e-03,2.02813,0.466406
-4.300e-03,2.29063,0.463203
-4.280e-03,2.57281,0.466484
-4.260e-03,2.86469,0.458516
-4.240e-03,3.11969,0.464297
-4.220e-03,3.42844,0.462656
-4.200e-03,3.72313,0.463828
-4.180e-03,4.00094,0.460547
-4.160e-03,4.25812,0.464844
-4.140e-03,4.57969,0.46625
-4.120e-03,4.88219,0.463984
-4.100e-03,5.19437,0.461406
-4.080e-03,5.52156,0.465234
-4.060e-03,5.83063,0.4625
-4.040e-03,6.14594,0.464844
-4.020e-03,6.45344,0.465469
-4.000e-03,6.72813,0.463125
-3.980e-03,7.03438,0.466562
-3.960e-03,7.31625,0.464531
-3.940e-03,7.58875,0.469297
-3.920e-03,7.84906,0.474609
-3.900e-03,8.08063,0.469141
-3.880e-03,8.33406,0.475078
-3.860e-03,8.56531,0.475781
-3.840e-03,8.76875,0.474922
-3.820e-03,8.98,0.475
-3.800e-03,9.14156,0.479297
-3.780e-03,9.27219,0.479141
-3.760e-03,9.42219,0.479375
-3.740e-03,9.53875,0.486328
-3.720e-03,9.65531,0.478594
-3.700e-03,9.75688,0.485156
-3.680e-03,9.80781,0.480625
-3.660e-03,9.85531,0.486953
-3.640e-03,9.90094,0.486484
-3.620e-03,9.92813,0.489297
-3.600e-03,9.93156,0.491797
-3.580e-03,9.8825,0.497031
-3.560e-03,9.8275,0.493281
-3.540e-03,9.76687,0.495313
-3.520e-03,9.67312,0.496875
-3.500e-03,9.55719,0.501797
-3.480e-03,9.44688,0.5
-3.460e-03,9.30469,0.500547
-3.440e-03,9.16938,0.504297
-3.420e-03,9.0125,0.502891
-3.400e-03,8.81719,0.506563
-3.380e-03,8.62719,0.506953
-3.360e-03,8.39125,0.507109
-3.340e-03,8.14875,0.507188
-3.320e-03,7.89719,0.511875
-3.300e-03,7.64781,0.509375
-3.280e-03,7.35562,0.508125
-3.260e-03,7.08219,0.512578
-3.240e-03,6.80281,0.51
-3.220e-03,6.50094,0.512813
-3.200e-03,6.21594,0.51125
-3.180e-03,5.89156,0.509062
-3.160e-03,5.57406,0.507656
-3.140e-03,5.2725,0.514141
-3.120e-03,4.9525,0.511797
-3.100e-03,4.62469,0.510469
-3.080e-03,4.31375,0.511641
-3.060e-03,4.05375,0.508906
-3.040e-03,3.77937,0.506875
-3.020e-03,3.48313,0.505547
-3.000e-03,3.18688,0.507812
-2.980e-03,2.89969,0.507656
-2.960e-03,2.63969,0.506094
-2.940e-03,2.36062,0.506328
-2.920e-03,2.07406,0.494453
-2.900e-03,1.82094,0.499297
-2.880e-03,1.60844,0.504062
-2.860e-03,1.3725,0.498516
-2.840e-03,1.18656,0.494922
-2.820e-03,0.98375,0.498047
-2.800e-03,0.789687,0.489844
-2.780e-03,0.625,0.473359
-2.760e-03,0.474375,0.394297
-2.740e-03,0.343125,0.292266
-2.720e-03,0.235937,0.206016
-2.700e-03,0.158125,0.129844
-2.680e-03,0.0828125,0.0678906
-2.660e-03,0.0159375,0.0257031
-2.640e-03,-0.001875,-0.00554688
-2.620e-03,0.0053125,-0.0111719
-2.600e-03,-0.00625,-0.0108594
-2.580e-03,0.0140625,0.0230469
-2.560e-03,0.086875,0.0657031
-2.540e-03,0.143438,0.12375
-2.520e-03,0.221875,0.193906
-2.500e-03,0.326563,0.266875
-2.480e-03,0.450938,0.368672
-2.460e-03,0.565,0.458672
-2.440e-03,0.737812,0.478437
-2.420e-03,0.925,0.476016
-2.400e-03,1.1525,0.471484
-2.380e-03,1.34219,0.469844
-2.360e-03,1.55469,0.470391
-2.340e-03,1.77031,0.467109
-2.320e-03,2.03406,0.465469
-2.300e-03,2.28937,0.466641
-2.280e-03,2.55406,0.461875
-2.260e-03,2.83875,0.464297
-2.240e-03,3.14188,0.467031
-2.220e-03,3.42563,0.465469
-2.200e-03,3.72219,0.460313
-2.180e-03,3.99719,0.465391
-2.160e-03,4.25281,0.461719
-2.140e-03,4.57875,0.464297
-2.120e-03,4.89344,0.463437
-2.100e-03,5.21687,0.463047
-2.080e-03,5.51281,0.462344
-2.060e-03,5.84531,0.4625
-2.040e-03,6.14719,0.463906
-2.020e-03,6.43375,0.464609
-2.000e-03,6.72719,0.465313
-1.980e-03,7.02156,0.463203
-1.960e-03,7.31844,0.466328
-1.940e-03,7.59156,0.465156
-1.920e-03,7.86906,0.472266
-1.900e-03,8.10281,0.470391
-1.880e-03,8.35313,0.469453
-1.860e-03,8.5625,0.469844
-1.840e-03,8.77656,0.475547
-1.820e-03,8.97469,0.475313
-1.800e-03,9.14969,0.474531
-1.780e-03,9.25844,0.480703
-1.760e-03,9.4175,0.483203
-1.740e-03,9.55406,0.478203
-1.720e-03,9.64875,0.479531
-1.700e-03,9.73719,0.483984
-1.680e-03,9.80562,0.486016
-1.660e-03,9.8825,0.487422
-1.640e-03,9.90375,0.494687
-1.620e-03,9.91938,0.494687
-1.600e-03,9.92,0.489297
-1.580e-03,9.88906,0.496094
-1.560e-03,9.83375,0.496094
-1.540e-03,9.76687,0.499531
-1.520e-03,9.66594,0.500859
-1.500e-03,9.57313,0.501797
-1.480e-03,9.43781,0.501719
-1.460e-03,9.30719,0.501563
-1.440e-03,9.17188,0.496328
-1.420e-03,9.00406,0.502188
-1.400e-03,8.84656,0.507266
-1.380e-03,8.62344,0.503281
-1.360e-03,8.39156,0.50875
-1.340e-03,8.14187,0.509219
-1.320e-03,7.89781,0.504844
-1.300e-03,7.635,0.509453
-1.280e-03,7.37719,0.509219
-1.260e-03,7.08281,0.508828
-1.240e-03,6.78281,0.515859
-1.220e-03,6.50563,0.509609
-1.200e-03,6.21656,0.505938
-1.180e-03,5.8975,0.510312
-1.160e-03,5.58,0.514844
-1.140e-03,5.25906,0.507344
-1.120e-03,4.94781,0.512422
-1.100e-03,4.64906,0.508672
-1.080e-03,4.32469,0.509766
-1.060e-03,4.05125,0.509219
-1.040e-03,3.77719,0.505938
-1.020e-03,3.49875,0.504062
-1.000e-03,3.17219,0.5075
-9.800e-04,2.90375,0.506953
-9.600e-04,2.62656,0.5025
-9.400e-04,2.33937,0.501641
-9.200e-04,2.07375,0.503828
-9.000e-04,1.815,0.494297
-8.800e-04,1.60156,0.494375
-8.600e-04,1.3875,0.496016
-8.400e-04,1.17906,0.496563
-8.200e-04,0.976562,0.493125
-8.000e-04,0.782812,0.486719
-7.800e-04,0.626875,0.468047
-7.600e-04,0.474375,0.396875
-7.400e-04,0.35875,0.290469
-7.200e-04,0.241875,0.204687
-7.000e-04,0.14875,0.128437
-6.800e-04,0.101562,0.0685937
-6.600e-04,0.04625,0.026875
-6.400e-04,0.0028125,-0.004375
-6.200e-04,-0.004375,-0.0152344
-6.000e-04,-0.000625,-0.0071875
-5.800e-04,0.0059375,0.0169531
-5.600e-04,0.0671875,0.0596094
-5.400e-04,0.142187,0.123672
-5.200e-04,0.224063,0.186641
-5.000e-04,0.324688,0.263281
-4.800e-04,0.445312,0.370312
-4.600e-04,0.59125,0.457656
-4.400e-04,0.768438,0.482422
-4.200e-04,0.9275,0.481328
-4.000e-04,1.12844,0.472969
-3.800e-04,1.33969,0.469375
-3.600e-04,1.55281,0.469922
-3.400e-04,1.77687,0.466484
-3.200e-04,2.02438,0.463125
-3.000e-04,2.30094,0.464453
-2.800e-04,2.56313,0.465
-2.600e-04,2.84875,0.463125
-2.400e-04,3.14094,0.463906
-2.200e-04,3.43094,0.463594
-2.000e-04,3.71375,0.467734
-1.800e-04,4.01469,0.461797
-1.600e-04,4.26687,0.462109
-1.400e-04,4.57875,0.459766
-1.200e-04,4.88438,0.460781
-1.000e-04,5.20656,0.464688
-8.000e-05,5.51438,0.463516
-6.000e-05,5.835,0.463359
-4.000e-05,6.13719,0.467656
-2.000e-05,6.45688,0.465859
-0.000e+00,6.72656,0.466172
2.000e-05,7.03688,0.467031
4.000e-05,7.30563,0.467187
6.000e-05,7.59156,0.466953
8.000e-05,7.85906,0.469922
1.000e-04,8.08563,0.467969
1.200e-04,8.34563,0.468125
1.400e-04,8.5525,0.470703
1.600e-04,8.78781,0.475625
1.800e-04,8.98062,0.477031
2.000e-04,9.14719,0.475625
2.200e-04,9.27656,0.474453
2.400e-04,9.41563,0.47875
2.600e-04,9.55187,0.481328
2.800e-04,9.66781,0.481953
3.000e-04,9.75313,0.485
3.200e-04,9.83844,0.488672
3.400e-04,9.875,0.485547
3.600e-04,9.90969,0.486094
3.800e-04,9.915,0.490234
4.000e-04,9.90375,0.488437
4.200e-04,9.87469,0.496563
4.400e-04,9.84031,0.493125
4.600e-04,9.7575,0.489844
4.800e-04,9.68125,0.498672
5.000e-04,9.59625,0.497266
5.200e-04,9.44344,0.500156
5.400e-04,9.3,0.499609
5.600e-04,9.1675,0.500469
5.800e-04,9.00344,0.502578
6.000e-04,8.8325,0.498125
6.200e-04,8.61937,0.502734
6.400e-04,8.39625,0.505156
6.600e-04,8.155,0.506484
6.800e-04,7.89719,0.508672
7.000e-04,7.64094,0.510781
7.200e-04,7.36719,0.506719
7.400e-04,7.07563,0.511328
7.600e-04,6.79188,0.511875
7.800e-04,6.51063,0.509844
8.000e-04,6.21312,0.510781
8.200e-04,5.91031,0.508125
8.400e-04,5.58938,0.510391
8.600e-04,5.2525,0.515
8.800e-04,4.95656,0.509766
9.000e-04,4.64187,0.510625
9.200e-04,4.335,0.508047
9.400e-04,4.04969,0.506563
9.600e-04,3.80375,0.506875
9.800e-04,3.48563,0.502578
1.000e-03,3.19594,0.505234
1.020e-03,2.90844,0.505313
1.040e-03,2.62688,0.503437
1.060e-03,2.34375,0.502891
1.080e-03,2.08188,0.502812
1.100e-03,1.82812,0.498516
1.120e-03,1.58813,0.496797
1.140e-03,1.36687,0.497188
1.160e-03,1.165,0.492031
1.180e-03,0.991875,0.491406
1.200e-03,0.798437,0.485469
1.220e-03,0.62125,0.473281
1.240e-03,0.479062,0.394766
1.260e-03,0.342812,0.287422
1.280e-03,0.250625,0.202422
1.300e-03,0.153125,0.135391
1.320e-03,0.079375,0.07625
1.340e-03,0.0409375,0.0235937
1.360e-03,-0.0209375,-0.00398438
1.380e-03,-0.003125,-0.0117188
1.400e-03,0.0046875,-0.00546875
1.420e-03,0.0228125,0.0158594
1.440e-03,0.069375,0.0567969
1.460e-03,0.149062,0.119922
1.480e-03,0.210938,0.187891
1.500e-03,0.336562,0.273281
1.520e-03,0.444375,0.367188
1.540e-03,0.590313,0.45375
1.560e-03,0.749062,0.476953
1.580e-03,0.932187,0.475313
1.600e-03,1.13187,0.472344
1.620e-03,1.33688,0.474062
1.640e-03,1.54625,0.470391
1.660e-03,1.77344,0.468984
1.680e-03,2.04406,0.468594
1.700e-03,2.29812,0.466016
1.720e-03,2.56969,0.464531
1.740e-03,2.8475,0.467344
1.760e-03,3.14281,0.464141
1.780e-03,3.41562,0.463672
1.800e-03,3.71969,0.461016
1.820e-03,4.01219,0.467734
1.840e-03,4.27062,0.462031
1.860e-03,4.57656,0.4625
1.880e-03,4.88656,0.461484
1.900e-03,5.20937,0.464922
1.920e-03,5.51875,0.466094
1.940e-03,5.82156,0.466328
1.960e-03,6.13063,0.466094
1.980e-03,6.45156,0.46625
2.000e-03,6.73719,0.465391
2.020e-03,7.00844,0.468516
2.040e-03,7.31406,0.464766
2.060e-03,7.58313,0.469844
2.080e-03,7.84094,0.472187
2.100e-03,8.09,0.471172
2.120e-03,8.33906,0.470391
2.140e-03,8.56938,0.470391
2.160e-03,8.78937,0.469219
2.180e-03,8.95688,0.469688
2.200e-03,9.14344,0.478828
2.220e-03,9.27406,0.471016
2.240e-03,9.425,0.478047
2.260e-03,9.55031,0.479219
2.280e-03,9.6525,0.477891
2.300e-03,9.75969,0.48375
2.320e-03,9.81188,0.484219
2.340e-03,9.87,0.490781
2.360e-03,9.90375,0.486719
2.380e-03,9.92469,0.490859
2.400e-03,9.90625,0.490781
2.420e-03,9.89813,0.49625
2.440e-03,9.85063,0.495625
2.460e-03,9.76844,0.498437
2.480e-03,9.67281,0.492266
2.500e-03,9.57719,0.498984
2.520e-03,9.45031,0.499922
2.540e-03,9.31469,0.499141
2.560e-03,9.17031,0.504922
2.580e-03,9.00844,0.5025
2.600e-03,8.81719,0.506875
2.620e-03,8.6175,0.501953
2.640e-03,8.3875,0.504531
2.660e-03,8.15406,0.503828
2.680e-03,7.91406,0.508047
2.700e-03,7.6575,0.505469
2.720e-03,7.37281,0.509453
2.740e-03,7.06687,0.508359
2.760e-03,6.79781,0.511484
2.780e-03,6.51094,0.515
2.800e-03,6.22719,0.510391
2.820e-03,5.89844,0.511484
2.840e-03,5.57969,0.513906
2.860e-03,5.27062,0.511797
2.880e-03,4.95219,0.514297
2.900e-03,4.65156,0.507109
2.920e-03,4.34281,0.506563
2.940e-03,4.05031,0.503516
2.960e-03,3.79969,0.505469
2.980e-03,3.49,0.505078
3.000e-03,3.19844,0.50875
3.020e-03,2.89312,0.507031
3.040e-03,2.61344,0.504766
3.060e-03,2.34719,0.504453
3.080e-03,2.0825,0.500781
3.100e-03,1.84375,0.504453
3.120e-03,1.59687,0.50375
3.140e-03,1.39062,0.493437
3.160e-03,1.1675,0.494766
3.180e-03,0.981562,0.493906
3.200e-03,0.7925,0.491328
3.220e-03,0.619063,0.468906
3.240e-03,0.485313,0.395156
3.260e-03,0.3575,0.289687
3.280e-03,0.235625,0.203047
3.300e-03,0.156563,0.137734
3.320e-03,0.086875,0.0746094
3.340e-03,0.0278125,0.0228906
3.360e-03,-0.0178125,-0.00945313
3.380e-03,-0.0175,-0.015625
3.400e-03,0,-0.00148438
3.420e-03,0.014375,0.0194531
3.440e-03,0.0734375,0.0646875
3.460e-03,0.142812,0.115156
3.480e-03,0.224687,0.187656
3.500e-03,0.321563,0.266172
3.520e-03,0.446875,0.363828
3.540e-03,0.570312,0.455313
3.560e-03,0.759375,0.483281
3.580e-03,0.9325,0.479062
3.600e-03,1.14219,0.474297
3.620e-03,1.33813,0.473281
3.640e-03,1.53719,0.468047
3.660e-03,1.76187,0.470391
3.680e-03,2.00406,0.471328
3.700e-03,2.29,0.462891
3.720e-03,2.57188,0.465391
3.740e-03,2.84438,0.462187
3.760e-03,3.13594,0.466172
3.780e-03,3.43281,0.463516
3.800e-03,3.72406,0.460469
3.820e-03,4.00969,0.464375
3.840e-03,4.25188,0.465781
3.860e-03,4.58031,0.459375
3.880e-03,4.90188,0.465391
3.900e-03,5.19406,0.459219
3.920e-03,5.52406,0.458594
3.940e-03,5.83469,0.464844
3.960e-03,6.14656,0.461328
3.980e-03,6.44437,0.464219
4.000e-03,6.72594,0.46625
4.020e-03,7.02844,0.467344
4.040e-03,7.325,0.464688
4.060e-03,7.59219,0.465547
4.080e-03,7.85719,0.469688
4.100e-03,8.09781,0.471016
4.120e-03,8.34031,0.472812
4.140e-03,8.5575,0.472109
4.160e-03,8.78469,0.474375
4.180e-03,8.97906,0.478281
4.200e-03,9.14906,0.471797
4.220e-03,9.27625,0.481563
4.240e-03,9.42594,0.476094
4.260e-03,9.54188,0.479141
4.280e-03,9.66188,0.483359
4.300e-03,9.73813,0.483359
4.320e-03,9.83281,0.484922
4.340e-03,9.87969,0.489766
4.360e-03,9.89031,0.491953
4.380e-03,9.92563,0.48875
4.400e-03,9.92094,0.491406
4.420e-03,9.87625,0.491328
4.440e-03,9.83344,0.494375
4.460e-03,9.76625,0.492422
4.480e-03,9.6875,0.498984
4.500e-03,9.55875,0.5025
4.520e-03,9.43938,0.497734
4.540e-03,9.32344,0.501641
4.560e-03,9.17219,0.504141
4.580e-03,9.00531,0.506484
4.600e-03,8.81312,0.509844
4.620e-03,8.61281,0.509375
4.640e-03,8.3975,0.509219
4.660e-03,8.15031,0.507656
4.680e-03,7.90188,0.509687
4.700e-03,7.64438,0.508672
4.720e-03,7.37469,0.504453
4.740e-03,7.08531,0.510078
4.760e-03,6.79813,0.508828
4.780e-03,6.49563,0.513516
4.800e-03,6.20969,0.513437
4.820e-03,5.92375,0.5075
4.840e-03,5.57688,0.506797
4.860e-03,5.26938,0.51
4.880e-03,4.97656,0.505156
4.900e-03,4.65625,0.510391
4.920e-03,4.34875,0.507422
4.940e-03,4.04875,0.505
4.960e-03,3.79781,0.50875
4.980e-03,3.49938,0.505391
5.000e-03,3.17906,0.502266
5.020e-03,2.9175,0.505547
5.040e-03,2.62156,0.503125
5.060e-03,2.35406,0.500234
5.080e-03,2.0575,0.498203
5.100e-03,1.83125,0.495625
5.120e-03,1.61563,0.498281
5.140e-03,1.38375,0.495781
5.160e-03,1.17875,0.493516
5.180e-03,0.990312,0.490313
5.200e-03,0.789687,0.488047
5.220e-03,0.627813,0.469297
5.240e-03,0.491875,0.388828
5.260e-03,0.347187,0.291875
5.280e-03,0.245,0.206953
5.300e-03,0.16875,0.129297
5.320e-03,0.0965625,0.0714062
5.340e-03,0.04,0.0273438
5.360e-03,0.015625,-0.00179688
5.380e-03,-0.0209375,-0.0140625
5.400e-03,-0.0153125,-0.00445313
5.420e-03,0.02125,0.0194531
5.440e-03,0.0753125,0.0625781
5.460e-03,0.145625,0.121172
5.480e-03,0.211875,0.187188
5.500e-03,0.339062,0.268125
