Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
5.520e-03,0.43875,0.367188
5.540e-03,0.59,0.459766
5.560e-03,0.759375,0.479062
5.580e-03,0.927188,0.475078
5.600e-03,1.13875,0.474453
5.620e-03,1.33281,0.472734
5.640e-03,1.54031,0.466328
5.660e-03,1.7775,0.467969
5.680e-03,2.025,0.466328
5.700e-03,2.29469,0.466484
5.720e-03,2.57719,0.466094
5.740e-03,2.8425,0.461641
5.760e-03,3.12344,0.463281
5.780e-03,3.44125,0.463437
5.800e-03,3.73219,0.461016
5.820e-03,3.9975,0.464063
5.840e-03,4.25875,0.467187
5.860e-03,4.58063,0.468437
5.880e-03,4.88219,0.466875
5.900e-03,5.20656,0.465156
5.920e-03,5.51531,0.460469
5.940e-03,5.83531,0.467187
5.960e-03,6.16375,0.462812
5.980e-03,6.44719,0.467109
6.000e-03,6.72063,0.468125
6.020e-03,7.00875,0.461328
6.040e-03,7.31969,0.464688
6.060e-03,7.58313,0.466562
6.080e-03,7.85656,0.468359
6.100e-03,8.08812,0.470313
6.120e-03,8.33656,0.470469
6.140e-03,8.57781,0.473359
6.160e-03,8.78313,0.472266
6.180e-03,8.96875,0.475781
6.200e-03,9.14813,0.476719
6.220e-03,9.27719,0.478203
6.240e-03,9.42656,0.47875
6.260e-03,9.54563,0.481328
6.280e-03,9.63656,0.478594
6.300e-03,9.73125,0.486016
6.320e-03,9.82875,0.485156
6.340e-03,9.87937,0.483281
6.360e-03,9.89406,0.488594
6.380e-03,9.91906,0.491328
6.400e-03,9.91094,0.495234
6.420e-03,9.89156,0.487344
6.440e-03,9.83156,0.501719
6.460e-03,9.76156,0.491328
6.480e-03,9.68219,0.495703
6.500e-03,9.595,0.501328
6.520e-03,9.44781,0.501875
6.540e-03,9.30063,0.502656
6.560e-03,9.16563,0.505234
6.580e-03,9.0225,0.504297
6.600e-03,8.83156,0.507422
6.620e-03,8.60656,0.505625
6.640e-03,8.39625,0.506094
6.660e-03,8.13938,0.508437
6.680e-03,7.90719,0.503125
6.700e-03,7.63094,0.508594
6.720e-03,7.36813,0.505859
6.740e-03,7.06469,0.507031
6.760e-03,6.78406,0.506328
6.780e-03,6.51031,0.511094
6.800e-03,6.19625,0.509609
6.820e-03,5.88875,0.505391
6.840e-03,5.59187,0.508828
6.860e-03,5.26281,0.508437
6.880e-03,4.9575,0.511719
6.900e-03,4.65281,0.509687
6.920e-03,4.335,0.50875
6.940e-03,4.03531,0.507031
6.960e-03,3.77969,0.511094
6.980e-03,3.49594,0.504375
7.000e-03,3.17656,0.500469
7.020e-03,2.90469,0.504453
7.040e-03,2.62625,0.505625
7.060e-03,2.3525,0.497656
7.080e-03,2.07469,0.496406
7.100e-03,1.83031,0.502656
7.120e-03,1.59281,0.499609
7.140e-03,1.3725,0.500391
7.160e-03,1.17344,0.490156
7.180e-03,0.968437,0.494453
7.200e-03,0.786875,0.495781
7.220e-03,0.627813,0.470469
7.240e-03,0.46875,0.395469
7.260e-03,0.342812,0.293516
7.280e-03,0.224375,0.200625
7.300e-03,0.16,0.134766
7.320e-03,0.085625,0.0683594
7.340e-03,0.0396875,0.0242969
7.360e-03,0.0021875,-0.00429688
7.380e-03,-0.029375,-0.0148438
7.400e-03,-0.0190625,-0.00484375
7.420e-03,0.013125,0.0182812
7.440e-03,0.0803125,0.0597656
7.460e-03,0.139687,0.120469
7.480e-03,0.219688,0.190937
7.500e-03,0.33125,0.267656
7.520e-03,0.455938,0.363672
7.540e-03,0.5975,0.457109
7.560e-03,0.755937,0.485234
7.580e-03,0.937187,0.47625
7.600e-03,1.13906,0.466094
7.620e-03,1.33531,0.4675
7.640e-03,1.54031,0.470703
7.660e-03,1.76531,0.468984
7.680e-03,2.02937,0.465078
7.700e-03,2.29688,0.464063
7.720e-03,2.55812,0.466875
7.740e-03,2.84375,0.463125
7.760e-03,3.13625,0.46125
7.780e-03,3.42719,0.464531
7.800e-03,3.73313,0.464141
7.820e-03,3.99812,0.459453
7.840e-03,4.26094,0.463047
7.860e-03,4.56937,0.466328
7.880e-03,4.87812,0.462891
7.900e-03,5.19969,0.465078
7.920e-03,5.51375,0.464219
7.940e-03,5.8325,0.464453
7.960e-03,6.15781,0.461953
7.980e-03,6.44375,0.467969
8.000e-03,6.71375,0.464766
8.020e-03,7.01125,0.467031
8.040e-03,7.3175,0.468047
8.060e-03,7.58781,0.465703
8.080e-03,7.84844,0.465938
8.100e-03,8.09313,0.470234
8.120e-03,8.33594,0.470078
8.140e-03,8.57844,0.468125
8.160e-03,8.77281,0.474531
8.180e-03,8.97813,0.474531
8.200e-03,9.13188,0.481094
8.220e-03,9.27906,0.479062
8.240e-03,9.42438,0.478828
8.260e-03,9.54219,0.481484
8.280e-03,9.64688,0.48125
8.300e-03,9.74312,0.486641
8.320e-03,9.81656,0.485
8.340e-03,9.86594,0.486172
8.360e-03,9.91406,0.489531
8.380e-03,9.91875,0.487031
8.400e-03,9.90312,0.494453
8.420e-03,9.87688,0.495078
8.440e-03,9.82125,0.497422
8.460e-03,9.76781,0.495078
8.480e-03,9.67625,0.499766
8.500e-03,9.575,0.497656
8.520e-03,9.45312,0.49625
8.540e-03,9.31219,0.495703
8.560e-03,9.17531,0.503984
8.580e-03,9.0175,0.502188
8.600e-03,8.83031,0.511719
8.620e-03,8.61688,0.508203
8.640e-03,8.3975,0.509531
8.660e-03,8.15437,0.51
8.680e-03,7.88469,0.510625
8.700e-03,7.64375,0.506016
8.720e-03,7.36438,0.503125
8.740e-03,7.06094,0.508047
8.760e-03,6.77344,0.503047
8.780e-03,6.49313,0.508281
8.800e-03,6.20844,0.509687
8.820e-03,5.89344,0.506719
8.840e-03,5.60375,0.507656
8.860e-03,5.27125,0.509609
8.880e-03,4.94625,0.511094
8.900e-03,4.64187,0.506797
8.920e-03,4.32937,0.508359
8.940e-03,4.04156,0.507891
8.960e-03,3.78531,0.506406
8.980e-03,3.4975,0.50875
9.000e-03,3.20531,0.502422
9.020e-03,2.93156,0.504297
9.040e-03,2.63469,0.503203
9.060e-03,2.35469,0.501797
9.080e-03,2.07563,0.500078
9.100e-03,1.83062,0.500391
9.120e-03,1.57719,0.500078
9.140e-03,1.37719,0.493437
9.160e-03,1.17125,0.497344
9.180e-03,0.9825,0.49125
9.200e-03,0.7925,0.494766
9.220e-03,0.620312,0.471953
9.240e-03,0.484688,0.397813
9.260e-03,0.347187,0.287422
9.280e-03,0.2475,0.204531
9.300e-03,0.168438,0.128516
9.320e-03,0.100625,0.07125
9.340e-03,0.0278125,0.0257812
9.360e-03,0.004375,-0.0003125
9.380e-03,-0.0290625,-0.0117969
9.400e-03,-0.0046875,-0.0046875
9.420e-03,0.0125,0.0194531
9.440e-03,0.091875,0.0650781
9.460e-03,0.1375,0.120391
9.480e-03,0.195312,0.191797
9.500e-03,0.333438,0.27
9.520e-03,0.45125,0.367344
9.540e-03,0.590937,0.461562
9.560e-03,0.736875,0.475781
9.580e-03,0.94,0.478359
9.600e-03,1.14562,0.468516
9.620e-03,1.32781,0.470234
9.640e-03,1.54219,0.468594
9.660e-03,1.7725,0.468203
9.680e-03,2.02875,0.467344
9.700e-03,2.29375,0.465781
9.720e-03,2.57094,0.468594
9.740e-03,2.84344,0.465156
9.760e-03,3.12875,0.464063
9.780e-03,3.43281,0.461797
9.800e-03,3.72469,0.461641
9.820e-03,4.01375,0.464141
9.840e-03,4.26344,0.462422
9.860e-03,4.57219,0.462734
9.880e-03,4.89531,0.466016
9.900e-03,5.21094,0.468672
9.920e-03,5.50531,0.460313
9.940e-03,5.825,0.466562
9.960e-03,6.14312,0.467656
9.980e-03,6.44406,0.466016

