Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
-8.460e-03,0.58875,0.520781
-8.440e-03,0.752813,0.657344
-8.420e-03,0.93375,0.809609
-8.400e-03,1.13375,0.947734
-8.380e-03,1.3275,1.00602
-8.360e-03,1.54531,0.996953
-8.340e-03,1.76531,0.995312
-8.320e-03,2.01625,0.986875
-8.300e-03,2.29156,0.983281
-8.280e-03,2.58188,0.982109
-8.260e-03,2.8475,0.981016
-8.240e-03,3.12156,0.980234
-8.220e-03,3.40844,0.981719
-8.200e-03,3.72313,0.980625
-8.180e-03,4.01844,0.977656
-8.160e-03,4.25438,0.983125
-8.140e-03,4.58125,0.975703
-8.120e-03,4.89938,0.977812
-8.100e-03,5.19469,0.974609
-8.080e-03,5.51281,0.976953
-8.060e-03,5.82875,0.977578
-8.040e-03,6.13969,0.980391
-8.020e-03,6.43344,0.981641
-8.000e-03,6.72375,0.982344
-7.980e-03,7.01125,0.981797
-7.960e-03,7.30031,0.984766
-7.940e-03,7.59563,0.987578
-7.920e-03,7.85156,0.985078
-7.900e-03,8.08844,0.988672
-7.880e-03,8.34719,0.990391
-7.860e-03,8.57094,0.988906
-7.840e-03,8.76844,0.986641
-7.820e-03,8.96219,0.993594
-7.800e-03,9.14344,0.995391
-7.780e-03,9.27031,0.997891
-7.760e-03,9.41594,0.995625
-7.740e-03,9.54125,1.00375
-7.720e-03,9.6625,1.00234
-7.700e-03,9.74469,0.998906
-7.680e-03,9.82219,1
-7.660e-03,9.87063,1.00313
-7.640e-03,9.91062,1.00781
-7.620e-03,9.91531,1.00594
-7.600e-03,9.90219,1.00367
-7.580e-03,9.88375,1.00977
-7.560e-03,9.83063,1.01242
-7.540e-03,9.75844,1.01406
-7.520e-03,9.66656,1.01625
-7.500e-03,9.57781,1.01523
-7.480e-03,9.44594,1.01289
-7.460e-03,9.30031,1.02445
-7.440e-03,9.17063,1.02328
-7.420e-03,9.0025,1.02078
-7.400e-03,8.81375,1.01906
-7.380e-03,8.61906,1.01625
-7.360e-03,8.39594,1.02742
-7.340e-03,8.16469,1.02383
-7.320e-03,7.90094,1.02094
-7.300e-03,7.65781,1.02859
-7.280e-03,7.37094,1.02195
-7.260e-03,7.08875,1.02063
-7.240e-03,6.80031,1.02508
-7.220e-03,6.51156,1.02148
-7.200e-03,6.2175,1.0225
-7.180e-03,5.9025,1.02867
-7.160e-03,5.58469,1.02703
-7.140e-03,5.2825,1.02625
-7.120e-03,4.96094,1.02219
-7.100e-03,4.63031,1.02297
-7.080e-03,4.33906,1.02344
-7.060e-03,4.05281,1.02219
-7.040e-03,3.79,1.0182
-7.020e-03,3.48156,1.02195
-7.000e-03,3.21031,1.02148
-6.980e-03,2.91594,1.01875
-6.960e-03,2.62688,1.01898
-6.940e-03,2.36469,1.01703
-6.920e-03,2.0825,1.01148
-6.900e-03,1.84625,1.00711
-6.880e-03,1.59344,1.01586
-6.860e-03,1.39094,1.00836
-6.840e-03,1.17906,0.972812
-6.820e-03,0.995938,0.841484
-6.800e-03,0.784063,0.684219
-6.780e-03,0.639687,0.544141
-6.760e-03,0.484375,0.413672
-6.740e-03,0.349063,0.29625
-6.720e-03,0.246875,0.207266
-6.700e-03,0.156875,0.134453
-6.680e-03,0.0946875,0.0675
-6.660e-03,0.029375,0.0214844
-6.640e-03,0.0121875,-0.00929688
-6.620e-03,-0.00625,-0.0124219
-6.600e-03,-0.009375,-0.00625
-6.580e-03,0.0209375,0.0192969
-6.560e-03,0.08125,0.0628125
-6.540e-03,0.136563,0.12125
-6.520e-03,0.220937,0.191719
-6.500e-03,0.3375,0.2825
-6.480e-03,0.464688,0.389375
-6.460e-03,0.585313,0.520391
-6.440e-03,0.744063,0.660234
-6.420e-03,0.940625,0.814063
-6.400e-03,1.11844,0.945781
-6.380e-03,1.33312,1.00242
-6.360e-03,1.54531,0.999297
-6.340e-03,1.77719,0.992422
-6.320e-03,2.01344,0.984609
-6.300e-03,2.29688,0.984062
-6.280e-03,2.56937,0.985859
-6.260e-03,2.85156,0.980078
-6.240e-03,3.13437,0.975313
-6.220e-03,3.42469,0.976484
-6.200e-03,3.7325,0.982578
-6.180e-03,3.99844,0.976953
-6.160e-03,4.26469,0.978437
-6.140e-03,4.5775,0.980156
-6.120e-03,4.89656,0.979922
-6.100e-03,5.22,0.980781
-6.080e-03,5.49625,0.981484
-6.060e-03,5.82906,0.981875
-6.040e-03,6.14125,0.982031
-6.020e-03,6.44906,0.981641
-6.000e-03,6.72594,0.98
-5.980e-03,7.02469,0.981953
-5.960e-03,7.31719,0.978047
-5.940e-03,7.57313,0.990156
-5.920e-03,7.84156,0.989844
-5.900e-03,8.1,0.983047
-5.880e-03,8.32281,0.98625
-5.860e-03,8.56031,0.988359
-5.840e-03,8.78,0.992891
-5.820e-03,8.96562,0.994375
-5.800e-03,9.1425,0.9975
-5.780e-03,9.26469,0.997422
-5.760e-03,9.41094,0.995703
-5.740e-03,9.53625,0.998125
-5.720e-03,9.64688,0.997031
-5.700e-03,9.73937,1.00031
-5.680e-03,9.82281,1.00141
-5.660e-03,9.88094,1.00586
-5.640e-03,9.88875,1.00547
-5.620e-03,9.90813,1.00344
-5.600e-03,9.89344,1.00914
-5.580e-03,9.87,1.01313
-5.560e-03,9.83375,1.01539
-5.540e-03,9.76406,1.00953
-5.520e-03,9.68688,1.01172
-5.500e-03,9.57188,1.015
-5.480e-03,9.42469,1.01875
-5.460e-03,9.31469,1.0232
-5.440e-03,9.165,1.01953
-5.420e-03,9.00031,1.02008
-5.400e-03,8.82344,1.02063
-5.380e-03,8.61281,1.02148
-5.360e-03,8.39688,1.02383
-5.340e-03,8.16,1.02297
-5.320e-03,7.89469,1.02492
-5.300e-03,7.64687,1.02211
-5.280e-03,7.36906,1.02625
-5.260e-03,7.08938,1.02344
-5.240e-03,6.77813,1.02367
-5.220e-03,6.51156,1.02477
-5.200e-03,6.20656,1.03055
-5.180e-03,5.90156,1.02469
-5.160e-03,5.58188,1.02617
-5.140e-03,5.26125,1.02594
-5.120e-03,4.95656,1.02469
-5.100e-03,4.65344,1.0243
-5.080e-03,4.34625,1.02719
-5.060e-03,4.06156,1.02469
-5.040e-03,3.79563,1.01492
-5.020e-03,3.51063,1.02344
-5.000e-03,3.19406,1.02023
-4.980e-03,2.9,1.0175
-4.960e-03,2.62563,1.02102
-4.940e-03,2.35375,1.01672
-4.920e-03,2.08281,1.0143
-4.900e-03,1.825,1.01
-4.880e-03,1.60281,1.01031
-4.860e-03,1.38469,1.00313
-4.840e-03,1.17062,0.974766
-4.820e-03,0.964375,0.842969
-4.800e-03,0.805312,0.690234
-4.780e-03,0.6325,0.545234
-4.760e-03,0.469375,0.414453
-4.740e-03,0.35375,0.29875
-4.720e-03,0.2425,0.20125
-4.700e-03,0.139063,0.134687
-4.680e-03,0.09625,0.0701562
-4.660e-03,0.0496875,0.0249219
-4.640e-03,0.014375,-0.00304688
-4.620e-03,-0.01,-0.0180469
-4.600e-03,-0.0015625,-0.00820313
-4.580e-03,0.0325,0.020625
-4.560e-03,0.0921875,0.0640625
-4.540e-03,0.142187,0.125547
-4.520e-03,0.210938,0.197266
-4.500e-03,0.327812,0.279609
-4.480e-03,0.454063,0.394687
-4.460e-03,0.567188,0.520156
-4.440e-03,0.763438,0.660547
-4.420e-03,0.941562,0.816562
-4.400e-03,1.12156,0.946875
-4.380e-03,1.32875,1.00313
-4.360e-03,1.53313,0.995078
-4.340e-03,1.78063,0.988125
-4.320e-03,2.02375,0.986797
-4.300e-03,2.28688,0.983047
-4.280e-03,2.57969,0.98625
-4.260e-03,2.84938,0.983047
-4.240e-03,3.14188,0.982109
-4.220e-03,3.41094,0.9825
-4.200e-03,3.73937,0.982344
-4.180e-03,4.00031,0.980938
-4.160e-03,4.27375,0.980781
-4.140e-03,4.57563,0.981328
-4.120e-03,4.88906,0.980781
-4.100e-03,5.18187,0.980547
-4.080e-03,5.50469,0.978516
-4.060e-03,5.83719,0.979687
-4.040e-03,6.16125,0.982187
-4.020e-03,6.44375,0.983203
-4.000e-03,6.73563,0.981953
-3.980e-03,7.02219,0.978906
-3.960e-03,7.31406,0.986484
-3.940e-03,7.58406,0.988125
-3.920e-03,7.84281,0.987891
-3.900e-03,8.08656,0.986953
-3.880e-03,8.3275,0.991406
-3.860e-03,8.56844,0.985781
-3.840e-03,8.77531,0.99375
-3.820e-03,8.96656,0.991016
-3.800e-03,9.12906,0.996016
-3.780e-03,9.26844,0.991875
-3.760e-03,9.42875,0.998594
-3.740e-03,9.53844,0.997422
-3.720e-03,9.66,1.00227
-3.700e-03,9.735,1.00063
-3.680e-03,9.82469,1.00141
-3.660e-03,9.86937,1.00078
-3.640e-03,9.90813,1.00727
-3.620e-03,9.90219,1.01094
-3.600e-03,9.90813,1.01227
-3.580e-03,9.86156,1.01375
-3.560e-03,9.81875,1.01461
-3.540e-03,9.76031,1.00992
-3.520e-03,9.68437,1.01297
-3.500e-03,9.5625,1.01305
-3.480e-03,9.44313,1.01617
-3.460e-03,9.30281,1.015
-3.440e-03,9.17469,1.01992
-3.420e-03,9.01844,1.01867
-3.400e-03,8.82281,1.02313
-3.380e-03,8.62875,1.02023
-3.360e-03,8.39094,1.01969
-3.340e-03,8.14594,1.02641
-3.320e-03,7.91375,1.02414
-3.300e-03,7.64469,1.01938
-3.280e-03,7.36625,1.02242
-3.260e-03,7.0825,1.02281
-3.240e-03,6.79344,1.02836
-3.220e-03,6.50188,1.02023
-3.200e-03,6.22094,1.02422
-3.180e-03,5.89313,1.02281
-3.160e-03,5.57062,1.02531
-3.140e-03,5.26969,1.01898
-3.120e-03,4.94219,1.02289
-3.100e-03,4.64531,1.02305
-3.080e-03,4.34125,1.02359
-3.060e-03,4.05687,1.0182
-3.040e-03,3.80187,1.0218
-3.020e-03,3.49875,1.01797
-3.000e-03,3.18469,1.01984
-2.980e-03,2.90125,1.01914
-2.960e-03,2.6475,1.01961
-2.940e-03,2.34813,1.00914
-2.920e-03,2.08969,1.01445
-2.900e-03,1.8175,1.00883
-2.880e-03,1.59344,1.00992
-2.860e-03,1.38406,1.00914
-2.840e-03,1.16156,0.966562
-2.820e-03,0.97875,0.848125
-2.800e-03,0.796875,0.690625
-2.780e-03,0.629062,0.545
-2.760e-03,0.469063,0.414766
-2.740e-03,0.343437,0.300781
-2.720e-03,0.258125,0.211641
-2.700e-03,0.153125,0.132109
-2.680e-03,0.0915625,0.066875
-2.660e-03,0.0403125,0.023125
-2.640e-03,0.0025,-0.00492188
-2.620e-03,-0.0128125,-0.0124219
-2.600e-03,-0.00125,-0.00539063
-2.580e-03,0.01,0.0216406
-2.560e-03,0.070625,0.060625
-2.540e-03,0.141875,0.124687
-2.520e-03,0.2325,0.192969
-2.500e-03,0.328125,0.278203
-2.480e-03,0.453125,0.393906
-2.460e-03,0.608125,0.526719
-2.440e-03,0.755,0.6575
-2.420e-03,0.9475,0.817969
-2.400e-03,1.11375,0.950703
-2.380e-03,1.34469,1.00031
-2.360e-03,1.56438,0.999375
-2.340e-03,1.76875,0.989375
-2.320e-03,2.02594,0.994844
-2.300e-03,2.29219,0.989766
-2.280e-03,2.5725,0.987109
-2.260e-03,2.85344,0.981172
-2.240e-03,3.12656,0.980859
-2.220e-03,3.42156,0.980547
-2.200e-03,3.72,0.972344
-2.180e-03,4.015,0.977187
-2.160e-03,4.27813,0.977422
-2.140e-03,4.56125,0.978437
-2.120e-03,4.89531,0.979062
-2.100e-03,5.19781,0.982969
-2.080e-03,5.50781,0.985078
-2.060e-03,5.83812,0.983984
-2.040e-03,6.13906,0.981719
-2.020e-03,6.43781,0.980938
-2.000e-03,6.73062,0.981406
-1.980e-03,7.02719,0.987734
-1.960e-03,7.30312,0.985703
-1.940e-03,7.59156,0.982969
-1.920e-03,7.83188,0.982578
-1.900e-03,8.09156,0.989687
-1.880e-03,8.34375,0.989062
-1.860e-03,8.55375,0.990938
-1.840e-03,8.76687,0.988594
-1.820e-03,8.96844,0.992656
-1.800e-03,9.13063,0.997344
-1.780e-03,9.26625,0.997031
-1.760e-03,9.4225,0.997891
-1.740e-03,9.53562,1.00227
-1.720e-03,9.64531,0.999687
-1.700e-03,9.73531,0.999687
-1.680e-03,9.82656,0.998984
-1.660e-03,9.88094,1.00547
-1.640e-03,9.90031,1.00398
-1.620e-03,9.92156,1.0068
-1.600e-03,9.92125,1.00641
-1.580e-03,9.89813,1.01164
-1.560e-03,9.83375,1.01344
-1.540e-03,9.75906,1.01234
-1.520e-03,9.67906,1.01258
-1.500e-03,9.5625,1.00844
-1.480e-03,9.44156,1.00875
-1.460e-03,9.30187,1.01703
-1.440e-03,9.17531,1.02125
-1.420e-03,9.01469,1.02023
-1.400e-03,8.81438,1.02477
-1.380e-03,8.61062,1.01977
-1.360e-03,8.37844,1.02555
-1.340e-03,8.15031,1.02836
-1.320e-03,7.8925,1.02391
-1.300e-03,7.63344,1.0275
-1.280e-03,7.36406,1.01891
-1.260e-03,7.06687,1.0193
-1.240e-03,6.78562,1.0275
-1.220e-03,6.50812,1.02508
-1.200e-03,6.20969,1.02313
-1.180e-03,5.90344,1.02555
-1.160e-03,5.59687,1.02445
-1.140e-03,5.27531,1.025
-1.120e-03,4.96844,1.02203
-1.100e-03,4.6575,1.02328
-1.080e-03,4.34031,1.01812
-1.060e-03,4.04969,1.02039
-1.040e-03,3.78625,1.02102
-1.020e-03,3.49406,1.02375
-1.000e-03,3.19344,1.01617
-9.800e-04,2.89125,1.01742
-9.600e-04,2.63938,1.0157
-9.400e-04,2.35438,1.01586
-9.200e-04,2.075,1.01594
-9.000e-04,1.82812,1.01039
-8.800e-04,1.59406,1.01195
-8.600e-04,1.39625,1.00891
-8.400e-04,1.17875,0.973281
-8.200e-04,0.972187,0.84625
-8.000e-04,0.774375,0.694063
-7.800e-04,0.630937,0.539844
-7.600e-04,0.478125,0.412266
-7.400e-04,0.361562,0.294141
-7.200e-04,0.24875,0.203906
-7.000e-04,0.155,0.128672
-6.800e-04,0.104062,0.0689844
-6.600e-04,0.031875,0.0246094
-6.400e-04,-0.010625,-0.00726563
-6.200e-04,-0.0034375,-0.0196875
-6.000e-04,0.0034375,-0.0103906
-5.800e-04,0.033125,0.0182031
-5.600e-04,0.08125,0.0632812
-5.400e-04,0.147187,0.125391
-5.200e-04,0.222812,0.197656
-5.000e-04,0.330312,0.280156
-4.800e-04,0.453125,0.394297
-4.600e-04,0.6025,0.517109
-4.400e-04,0.759688,0.661875
-4.200e-04,0.930938,0.809922
-4.000e-04,1.12625,0.948047
-3.800e-04,1.33844,1.00398
-3.600e-04,1.54688,0.996094
-3.400e-04,1.77031,0.990547
-3.200e-04,2.03219,0.990938
-3.000e-04,2.29375,0.988203
-2.800e-04,2.56406,0.980469
-2.600e-04,2.85281,0.978984
-2.400e-04,3.11906,0.981094
-2.200e-04,3.42219,0.984453
-2.000e-04,3.73687,0.977187
-1.800e-04,4.00844,0.984609
-1.600e-04,4.27781,0.978359
-1.400e-04,4.56438,0.978047
-1.200e-04,4.88625,0.979219
-1.000e-04,5.2025,0.981797
-8.000e-05,5.53094,0.980781
-6.000e-05,5.82094,0.983906
-4.000e-05,6.15531,0.985469
-2.000e-05,6.44719,0.987031
-0.000e+00,6.72656,0.984297
2.000e-05,7.0125,0.979062
4.000e-05,7.30406,0.982109
6.000e-05,7.59063,0.985391
8.000e-05,7.84187,0.983984
1.000e-04,8.09313,0.98625
1.200e-04,8.32625,0.989062
1.400e-04,8.56281,0.993906
1.600e-04,8.77094,0.993359
1.800e-04,8.96531,0.992734
2.000e-04,9.14688,0.994375
2.200e-04,9.29438,1.00008
2.400e-04,9.41594,1.00023
2.600e-04,9.55281,1.00023
2.800e-04,9.65813,0.998125
3.000e-04,9.73188,1.00641
3.200e-04,9.8175,1.0018
3.400e-04,9.87125,0.999531
3.600e-04,9.91156,1.00313
3.800e-04,9.9075,1.00414
4.000e-04,9.91906,1.01172
4.200e-04,9.88781,1.00953
4.400e-04,9.83156,1.01008
4.600e-04,9.765,1.00906
4.800e-04,9.67875,1.01117
5.000e-04,9.55969,1.01734
5.200e-04,9.44438,1.01359
5.400e-04,9.31656,1.01914
5.600e-04,9.16969,1.01703
5.800e-04,9.01156,1.02
6.000e-04,8.81375,1.02164
6.200e-04,8.62937,1.01547
6.400e-04,8.39094,1.02633
6.600e-04,8.15219,1.02375
6.800e-04,7.89844,1.02852
7.000e-04,7.65344,1.02805
7.200e-04,7.36281,1.02398
7.400e-04,7.08531,1.02383
7.600e-04,6.785,1.0243
7.800e-04,6.51625,1.02609
8.000e-04,6.22219,1.02742
8.200e-04,5.89094,1.02672
8.400e-04,5.5875,1.02945
8.600e-04,5.26,1.02508
8.800e-04,4.95031,1.02133
9.000e-04,4.6425,1.02539
9.200e-04,4.34094,1.02734
9.400e-04,4.04906,1.02602
9.600e-04,3.78719,1.01844
9.800e-04,3.50438,1.02148
1.000e-03,3.20469,1.02406
1.020e-03,2.90813,1.01539
1.040e-03,2.62812,1.01305
1.060e-03,2.3525,1.01156
1.080e-03,2.09375,1.01359
1.100e-03,1.82687,1.01125
1.120e-03,1.60156,1.00844
1.140e-03,1.38844,1.00852
1.160e-03,1.17719,0.966641
1.180e-03,0.974063,0.846719
1.200e-03,0.790625,0.688359
1.220e-03,0.620312,0.551328
1.240e-03,0.4825,0.420547
1.260e-03,0.36375,0.298047
1.280e-03,0.242188,0.207187
1.300e-03,0.149688,0.129219
1.320e-03,0.0975,0.07375
1.340e-03,0.03375,0.0207813
1.360e-03,0.0053125,-0.00726563
1.380e-03,-0.0078125,-0.0175
1.400e-03,-0.0103125,-0.006875
1.420e-03,0.0265625,0.0192187
1.440e-03,0.075625,0.0600781
1.460e-03,0.138437,0.125547
1.480e-03,0.230313,0.195781
1.500e-03,0.323125,0.280156
1.520e-03,0.458125,0.391875
1.540e-03,0.594375,0.520078
1.560e-03,0.758125,0.660156
1.580e-03,0.92875,0.811719
1.600e-03,1.13094,0.945859
1.620e-03,1.3275,0.999062
1.640e-03,1.54844,0.998828
1.660e-03,1.75781,0.989453
1.680e-03,2.02844,0.992188
1.700e-03,2.28781,0.988047
1.720e-03,2.5725,0.98125
1.740e-03,2.85313,0.984141
1.760e-03,3.1275,0.980625
1.780e-03,3.42375,0.979453
1.800e-03,3.72781,0.982109
1.820e-03,3.99625,0.980938
1.840e-03,4.2525,0.976719
1.860e-03,4.54312,0.979687
1.880e-03,4.89094,0.979609
1.900e-03,5.19156,0.98375
1.920e-03,5.53063,0.980469
1.940e-03,5.82719,0.981016
1.960e-03,6.14656,0.980938
1.980e-03,6.44594,0.977734
2.000e-03,6.71687,0.982109
2.020e-03,7.02187,0.985781
2.040e-03,7.29875,0.983906
2.060e-03,7.60688,0.982891
2.080e-03,7.83875,0.985391
2.100e-03,8.09406,0.989062
2.120e-03,8.33594,0.996484
2.140e-03,8.56094,0.991016
2.160e-03,8.77875,0.992031
2.180e-03,8.96156,0.992578
2.200e-03,9.13875,0.995859
2.220e-03,9.26531,0.997344
2.240e-03,9.42969,1.00078
2.260e-03,9.53406,0.994922
2.280e-03,9.6425,1.0032
2.300e-03,9.72687,1
2.320e-03,9.82875,1.00531
2.340e-03,9.87438,0.999766
2.360e-03,9.91531,1.00781
2.380e-03,9.90594,1.00898
2.400e-03,9.90906,1.00914
2.420e-03,9.88375,1.01188
2.440e-03,9.83812,1.0107
2.460e-03,9.76656,1.00945
2.480e-03,9.67656,1.01141
2.500e-03,9.58656,1.01562
2.520e-03,9.46844,1.02008
2.540e-03,9.31281,1.02383
2.560e-03,9.18187,1.02086
2.580e-03,9.01656,1.02164
2.600e-03,8.80656,1.01758
2.620e-03,8.61656,1.0218
2.640e-03,8.40312,1.02281
2.660e-03,8.16781,1.02883
2.680e-03,7.90281,1.0225
2.700e-03,7.64469,1.01977
2.720e-03,7.35813,1.02789
2.740e-03,7.07313,1.02883
2.760e-03,6.79469,1.02867
2.780e-03,6.51187,1.02531
2.800e-03,6.21219,1.02359
2.820e-03,5.89406,1.02219
2.840e-03,5.58375,1.02211
2.860e-03,5.26875,1.02641
2.880e-03,4.95688,1.02344
2.900e-03,4.64562,1.02109
2.920e-03,4.32563,1.0207
2.940e-03,4.05781,1.0232
2.960e-03,3.79188,1.02258
2.980e-03,3.49313,1.02344
3.000e-03,3.19781,1.0168
3.020e-03,2.91031,1.01523
3.040e-03,2.62312,1.01867
3.060e-03,2.36031,1.01867
3.080e-03,2.09938,1.01648
3.100e-03,1.82906,1.01242
3.120e-03,1.60906,1.01281
3.140e-03,1.38594,1.00375
3.160e-03,1.15563,0.966797
3.180e-03,0.97625,0.848047
3.200e-03,0.7925,0.691719
3.220e-03,0.627187,0.544609
3.240e-03,0.485625,0.412422
3.260e-03,0.367812,0.299453
3.280e-03,0.236875,0.204062
3.300e-03,0.157812,0.136016
3.320e-03,0.085625,0.0670312
3.340e-03,0.016875,0.0196875
3.360e-03,0.001875,-0.00890625
3.380e-03,-0.0015625,-0.0174219
3.400e-03,-0.009375,-0.005625
3.420e-03,0.025625,0.01625
3.440e-03,0.08875,0.0661719
3.460e-03,0.12875,0.130312
3.480e-03,0.231875,0.195859
3.500e-03,0.327812,0.282656
3.520e-03,0.456875,0.391406
3.540e-03,0.590937,0.522813
3.560e-03,0.765938,0.660859
3.580e-03,0.931563,0.813047
3.600e-03,1.13656,0.946875
3.620e-03,1.33281,1.00445
3.640e-03,1.54,0.997734
3.660e-03,1.78375,0.993906
3.680e-03,2.02281,0.983984
3.700e-03,2.28156,0.986406
3.720e-03,2.57031,0.984219
3.740e-03,2.84438,0.984531
3.760e-03,3.13406,0.983672
3.780e-03,3.43406,0.984297
3.800e-03,3.72906,0.982266
3.820e-03,4.01844,0.976562
3.840e-03,4.26719,0.979297
3.860e-03,4.58938,0.978437
3.880e-03,4.88625,0.984141
3.900e-03,5.20344,0.980625
3.920e-03,5.51281,0.978125
3.940e-03,5.82719,0.980781
3.960e-03,6.14312,0.98875
3.980e-03,6.44875,0.984297
4.000e-03,6.72188,0.983828
4.020e-03,7.01094,0.985547
4.040e-03,7.30625,0.988672
4.060e-03,7.58062,0.982422
4.080e-03,7.83188,0.985391
4.100e-03,8.10344,0.986797
4.120e-03,8.33531,0.990547
4.140e-03,8.57125,0.991484
4.160e-03,8.77937,0.991172
4.180e-03,8.96219,0.991797
4.200e-03,9.14,0.994766
4.220e-03,9.27,0.996406
4.240e-03,9.43437,0.997188
4.260e-03,9.54656,0.995156
4.280e-03,9.65719,1.00141
4.300e-03,9.74156,0.997578
4.320e-03,9.8075,0.996484
4.340e-03,9.85094,1.00406
4.360e-03,9.89813,1.00711
4.380e-03,9.90938,1.00641
4.400e-03,9.90875,1.0068
4.420e-03,9.88281,1.00492
4.440e-03,9.82688,1.00992
4.460e-03,9.75188,1.01703
4.480e-03,9.66031,1.01742
4.500e-03,9.58,1.0157
4.520e-03,9.44094,1.01883
4.540e-03,9.3225,1.02297
4.560e-03,9.17219,1.02023
4.580e-03,9.00406,1.02102
4.600e-03,8.82844,1.0225
4.620e-03,8.59,1.01805
4.640e-03,8.39438,1.02422
4.660e-03,8.13906,1.02461
4.680e-03,7.90313,1.01742
4.700e-03,7.6525,1.02508
4.720e-03,7.38719,1.02305
4.740e-03,7.09344,1.02781
4.760e-03,6.78438,1.02539
4.780e-03,6.50406,1.02383
4.800e-03,6.22063,1.02453
4.820e-03,5.89969,1.02617
4.840e-03,5.58188,1.02422
4.860e-03,5.25719,1.02352
4.880e-03,4.95812,1.02586
4.900e-03,4.62656,1.02141
4.920e-03,4.32094,1.02172
4.940e-03,4.06719,1.01984
4.960e-03,3.79875,1.02344
4.980e-03,3.51656,1.01625
5.000e-03,3.18375,1.01852
5.020e-03,2.91938,1.01734
5.040e-03,2.6325,1.01656
5.060e-03,2.3475,1.01672
5.080e-03,2.08375,1.01172
5.100e-03,1.83969,1.01641
5.120e-03,1.59187,1.00703
5.140e-03,1.38344,1.00609
5.160e-03,1.17781,0.971641
5.180e-03,0.969063,0.849922
5.200e-03,0.788125,0.692187
5.220e-03,0.619687,0.540547
5.240e-03,0.479375,0.409609
5.260e-03,0.35375,0.298516
5.280e-03,0.24375,0.202109
5.300e-03,0.160938,0.133906
5.320e-03,0.105,0.0726562
5.340e-03,0.0378125,0.0219531
5.360e-03,0.0121875,-0.0078125
5.380e-03,-0.0175,-0.0146875
5.400e-03,0.0009375,-0.008125
5.420e-03,0.0321875,0.0175781
5.440e-03,0.069375,0.0633594
5.460e-03,0.14,0.119844
5.480e-03,0.221875,0.195312
5.500e-03,0.327187,0.282578
