Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
-8.460e-03,0.603438,0.539922
-8.440e-03,0.756562,0.685234
-8.420e-03,0.958438,0.838359
-8.400e-03,1.15656,1.00742
-8.380e-03,1.34719,1.14187
-8.360e-03,1.55625,1.17195
-8.340e-03,1.79969,1.16906
-8.320e-03,2.04281,1.16133
-8.300e-03,2.29594,1.1607
-8.280e-03,2.59687,1.15477
-8.260e-03,2.86625,1.15523
-8.240e-03,3.16031,1.15547
-8.220e-03,3.46344,1.15828
-8.200e-03,3.76906,1.1557
-8.180e-03,4.03031,1.14898
-8.160e-03,4.30125,1.15281
-8.140e-03,4.61156,1.15445
-8.120e-03,4.92906,1.14883
-8.100e-03,5.22906,1.15758
-8.080e-03,5.54063,1.15539
-8.060e-03,5.86063,1.15336
-8.040e-03,6.17281,1.15594
-8.020e-03,6.46781,1.15477
-8.000e-03,6.75094,1.15359
-7.980e-03,7.05625,1.15813
-7.960e-03,7.33688,1.15883
-7.940e-03,7.61688,1.16
-7.920e-03,7.87688,1.15945
-7.900e-03,8.12156,1.16039
-7.880e-03,8.36406,1.16172
-7.860e-03,8.58063,1.16203
-7.840e-03,8.80094,1.16523
-7.820e-03,8.98656,1.16242
-7.800e-03,9.15594,1.16078
-7.780e-03,9.28344,1.16563
-7.760e-03,9.41469,1.16883
-7.740e-03,9.55187,1.16828
-7.720e-03,9.65312,1.17219
-7.700e-03,9.74125,1.17461
-7.680e-03,9.81687,1.17398
-7.660e-03,9.85281,1.17563
-7.640e-03,9.90938,1.1825
-7.620e-03,9.89406,1.17352
-7.600e-03,9.89438,1.18242
-7.580e-03,9.86625,1.17641
-7.560e-03,9.80781,1.18078
-7.540e-03,9.74312,1.1832
-7.520e-03,9.64625,1.18711
-7.500e-03,9.55719,1.18875
-7.480e-03,9.42406,1.19141
-7.460e-03,9.28344,1.18477
-7.440e-03,9.15687,1.18742
-7.420e-03,8.9775,1.18945
-7.400e-03,8.77719,1.18922
-7.380e-03,8.56781,1.19172
-7.360e-03,8.35656,1.19109
-7.340e-03,8.11594,1.19461
-7.320e-03,7.85969,1.19445
-7.300e-03,7.60031,1.19859
-7.280e-03,7.33344,1.19617
-7.260e-03,7.05281,1.19711
-7.240e-03,6.75094,1.19977
-7.220e-03,6.48281,1.19781
-7.200e-03,6.17563,1.19656
-7.180e-03,5.84625,1.19305
-7.160e-03,5.53375,1.19898
-7.140e-03,5.2375,1.19492
-7.120e-03,4.91375,1.19398
-7.100e-03,4.59687,1.19945
-7.080e-03,4.28875,1.19164
-7.060e-03,4.02375,1.18688
-7.040e-03,3.75719,1.18883
-7.020e-03,3.45562,1.18766
-7.000e-03,3.15844,1.18719
-6.980e-03,2.84813,1.18773
-6.960e-03,2.58094,1.18586
-6.940e-03,2.31094,1.18453
-6.920e-03,2.04,1.18125
-6.900e-03,1.7825,1.175
-6.880e-03,1.56062,1.17281
-6.860e-03,1.34875,1.1443
-6.840e-03,1.13437,0.995234
-6.820e-03,0.946563,0.836953
-6.800e-03,0.762812,0.674766
-6.780e-03,0.614688,0.528594
-6.760e-03,0.453125,0.395625
-6.740e-03,0.330938,0.274141
-6.720e-03,0.222187,0.190391
-6.700e-03,0.136563,0.118047
-6.680e-03,0.08375,0.0542969
-6.660e-03,0.006875,0.0153906
-6.640e-03,-0.014375,-0.0120313
-6.620e-03,-0.004375,-0.019375
-6.600e-03,0.0034375,-0.00796875
-6.580e-03,0.0178125,0.0242187
-6.560e-03,0.0815625,0.0703125
-6.540e-03,0.139687,0.135937
-6.520e-03,0.228438,0.203281
-6.500e-03,0.342812,0.293594
-6.480e-03,0.4675,0.408203
-6.460e-03,0.600625,0.536328
-6.440e-03,0.770938,0.686484
-6.420e-03,0.940313,0.841641
-6.400e-03,1.15156,1.00297
-6.380e-03,1.36375,1.14117
-6.360e-03,1.55688,1.17344
-6.340e-03,1.80094,1.17102
-6.320e-03,2.055,1.16328
-6.300e-03,2.30406,1.16
-6.280e-03,2.59094,1.15773
-6.260e-03,2.87375,1.1557
-6.240e-03,3.15469,1.15945
-6.220e-03,3.46063,1.15437
-6.200e-03,3.7625,1.15094
-6.180e-03,4.02937,1.15109
-6.160e-03,4.30531,1.155
-6.140e-03,4.60844,1.15023
-6.120e-03,4.93438,1.15164
-6.100e-03,5.23,1.14852
-6.080e-03,5.54188,1.15391
-6.060e-03,5.86594,1.15633
-6.040e-03,6.16031,1.15266
-6.020e-03,6.46125,1.15469
-6.000e-03,6.75406,1.15531
-5.980e-03,7.05031,1.15563
-5.960e-03,7.34156,1.15797
-5.940e-03,7.61094,1.15844
-5.920e-03,7.88969,1.15852
-5.900e-03,8.11594,1.15563
-5.880e-03,8.35625,1.16133
-5.860e-03,8.59219,1.16117
-5.840e-03,8.79188,1.16273
-5.820e-03,8.98094,1.16547
-5.800e-03,9.14062,1.16156
-5.780e-03,9.28937,1.16742
-5.760e-03,9.42031,1.16828
-5.740e-03,9.55969,1.17164
-5.720e-03,9.66125,1.17594
-5.700e-03,9.74188,1.17344
-5.680e-03,9.81438,1.17742
-5.660e-03,9.86031,1.17977
-5.640e-03,9.91406,1.17906
-5.620e-03,9.91344,1.17961
-5.600e-03,9.88344,1.17695
-5.580e-03,9.86344,1.18211
-5.560e-03,9.81312,1.17703
-5.540e-03,9.72906,1.18727
-5.520e-03,9.65875,1.18508
-5.500e-03,9.54844,1.19055
-5.480e-03,9.42406,1.18945
-5.460e-03,9.27812,1.18938
-5.440e-03,9.14062,1.18922
-5.420e-03,8.99063,1.19148
-5.400e-03,8.79031,1.19219
-5.380e-03,8.57344,1.19367
-5.360e-03,8.3475,1.19797
-5.340e-03,8.11656,1.19461
-5.320e-03,7.85844,1.19406
-5.300e-03,7.59281,1.18969
-5.280e-03,7.31875,1.19328
-5.260e-03,7.03438,1.19719
-5.240e-03,6.75063,1.19789
-5.220e-03,6.46,1.19664
-5.200e-03,6.17625,1.19914
-5.180e-03,5.85375,1.1968
-5.160e-03,5.54,1.19516
-5.140e-03,5.22375,1.19414
-5.120e-03,4.91844,1.19484
-5.100e-03,4.59031,1.19602
-5.080e-03,4.28625,1.19773
-5.060e-03,4.0175,1.19031
-5.040e-03,3.76094,1.19367
-5.020e-03,3.44625,1.19102
-5.000e-03,3.16094,1.18484
-4.980e-03,2.86563,1.19055
-4.960e-03,2.59031,1.18555
-4.940e-03,2.30187,1.18414
-4.920e-03,2.04813,1.18117
-4.900e-03,1.78688,1.18227
-4.880e-03,1.57281,1.17617
-4.860e-03,1.36406,1.13945
-4.840e-03,1.13719,1.00141
-4.820e-03,0.938125,0.833203
-4.800e-03,0.770938,0.679063
-4.780e-03,0.600625,0.521797
-4.760e-03,0.461562,0.393437
-4.740e-03,0.315,0.280391
-4.720e-03,0.22625,0.190781
-4.700e-03,0.156563,0.119844
-4.680e-03,0.08125,0.0589062
-4.660e-03,0.0090625,0.018125
-4.640e-03,-0.0071875,-0.009375
-4.620e-03,-0.01,-0.0194531
-4.600e-03,-0.01375,-0.00570313
-4.580e-03,0.0278125,0.0179687
-4.560e-03,0.088125,0.0698437
-4.540e-03,0.14625,0.131719
-4.520e-03,0.229062,0.208828
-4.500e-03,0.319062,0.291641
-4.480e-03,0.459062,0.411562
-4.460e-03,0.604687,0.539219
-4.440e-03,0.761875,0.686094
-4.420e-03,0.954687,0.839453
-4.400e-03,1.13656,1.00742
-4.380e-03,1.36437,1.14414
-4.360e-03,1.5675,1.16914
-4.340e-03,1.79469,1.16453
-4.320e-03,2.04406,1.15984
-4.300e-03,2.31937,1.15984
-4.280e-03,2.59469,1.16078
-4.260e-03,2.86781,1.15563
-4.240e-03,3.15469,1.15367
-4.220e-03,3.46125,1.1525
-4.200e-03,3.76344,1.15344
-4.180e-03,4.01656,1.1507
-4.160e-03,4.31562,1.14945
-4.140e-03,4.585,1.15281
-4.120e-03,4.91688,1.15023
-4.100e-03,5.23469,1.15227
-4.080e-03,5.54219,1.15219
-4.060e-03,5.85875,1.15336
-4.040e-03,6.16781,1.15539
-4.020e-03,6.48188,1.15336
-4.000e-03,6.76438,1.15414
-3.980e-03,7.04219,1.15469
-3.960e-03,7.33281,1.15461
-3.940e-03,7.60281,1.1568
-3.920e-03,7.87063,1.15742
-3.900e-03,8.11625,1.15656
-3.880e-03,8.36188,1.16086
-3.860e-03,8.57812,1.16016
-3.840e-03,8.7925,1.15797
-3.820e-03,8.98062,1.16375
-3.800e-03,9.16469,1.16781
-3.780e-03,9.27344,1.16797
-3.760e-03,9.42,1.16695
-3.740e-03,9.55,1.17109
-3.720e-03,9.65406,1.16961
-3.700e-03,9.75125,1.16969
-3.680e-03,9.82094,1.17672
-3.660e-03,9.87094,1.17539
-3.640e-03,9.89656,1.17383
-3.620e-03,9.89,1.18102
-3.600e-03,9.89438,1.18227
-3.580e-03,9.85781,1.1782
-3.560e-03,9.82313,1.18266
-3.540e-03,9.74969,1.18391
-3.520e-03,9.6425,1.18258
-3.500e-03,9.53906,1.19063
-3.480e-03,9.41469,1.19188
-3.460e-03,9.28625,1.18664
-3.440e-03,9.14844,1.1907
-3.420e-03,8.98281,1.19312
-3.400e-03,8.78844,1.1932
-3.380e-03,8.58469,1.19422
-3.360e-03,8.35375,1.19344
-3.340e-03,8.12,1.19539
-3.320e-03,7.85156,1.19047
-3.300e-03,7.61406,1.19305
-3.280e-03,7.3325,1.19336
-3.260e-03,7.06094,1.19031
-3.240e-03,6.74281,1.19625
-3.220e-03,6.45875,1.19523
-3.200e-03,6.17812,1.19422
-3.180e-03,5.84719,1.19461
-3.160e-03,5.54688,1.19117
-3.140e-03,5.24125,1.19023
-3.120e-03,4.91437,1.19305
-3.100e-03,4.61969,1.19672
-3.080e-03,4.29,1.19383
-3.060e-03,4.02344,1.19383
-3.040e-03,3.74938,1.19367
-3.020e-03,3.44969,1.18945
-3.000e-03,3.15719,1.18797
-2.980e-03,2.87,1.18539
-2.960e-03,2.57719,1.18047
-2.940e-03,2.31406,1.18211
-2.920e-03,2.03844,1.17906
-2.900e-03,1.79625,1.18289
-2.880e-03,1.56562,1.1832
-2.860e-03,1.33969,1.14398
-2.840e-03,1.14375,1.00039
-2.820e-03,0.944062,0.830937
-2.800e-03,0.762812,0.670547
-2.780e-03,0.600938,0.525234
-2.760e-03,0.447188,0.395391
-2.740e-03,0.322812,0.285391
-2.720e-03,0.224687,0.189219
-2.700e-03,0.139063,0.121172
-2.680e-03,0.0646875,0.0551562
-2.660e-03,0.0334375,0.0159375
-2.640e-03,0.0025,-0.00632813
-2.620e-03,-0.0128125,-0.0171094
-2.600e-03,-0.0059375,-0.00546875
-2.580e-03,0.0290625,0.0228125
-2.560e-03,0.090625,0.0678906
-2.540e-03,0.153125,0.127109
-2.520e-03,0.221875,0.210312
-2.500e-03,0.328438,0.293516
-2.480e-03,0.460625,0.408984
-2.460e-03,0.594375,0.541016
-2.440e-03,0.759063,0.689141
-2.420e-03,0.95875,0.845703
-2.400e-03,1.15375,1.0093
-2.380e-03,1.35281,1.14797
-2.360e-03,1.57656,1.17297
-2.340e-03,1.79531,1.16945
-2.320e-03,2.05969,1.16109
-2.300e-03,2.31125,1.16523
-2.280e-03,2.58312,1.16016
-2.260e-03,2.85781,1.15766
-2.240e-03,3.15469,1.1543
-2.220e-03,3.45531,1.15563
-2.200e-03,3.76938,1.1543
-2.180e-03,4.04031,1.15219
-2.160e-03,4.29063,1.14938
-2.140e-03,4.60375,1.14938
-2.120e-03,4.92094,1.15234
-2.100e-03,5.21719,1.15008
-2.080e-03,5.53063,1.15094
-2.060e-03,5.83906,1.15227
-2.040e-03,6.1825,1.15781
-2.020e-03,6.47625,1.15547
-2.000e-03,6.75344,1.15156
-1.980e-03,7.05281,1.1582
-1.960e-03,7.32719,1.15805
-1.940e-03,7.60875,1.15437
-1.920e-03,7.86219,1.16063
-1.900e-03,8.12156,1.15695
-1.880e-03,8.36437,1.15656
-1.860e-03,8.58687,1.16195
-1.840e-03,8.80469,1.1643
-1.820e-03,8.96969,1.16156
-1.800e-03,9.14438,1.16672
-1.780e-03,9.29188,1.165
-1.760e-03,9.42188,1.16859
-1.740e-03,9.55813,1.16852
-1.720e-03,9.66625,1.17039
-1.700e-03,9.74406,1.1757
-1.680e-03,9.82156,1.1775
-1.660e-03,9.86594,1.17305
-1.640e-03,9.9,1.17789
-1.620e-03,9.93156,1.17586
-1.600e-03,9.90375,1.18055
-1.580e-03,9.87281,1.17922
-1.560e-03,9.81375,1.18156
-1.540e-03,9.7475,1.18141
-1.520e-03,9.64813,1.17961
-1.500e-03,9.55063,1.18484
-1.480e-03,9.43219,1.18141
-1.460e-03,9.27469,1.18508
-1.440e-03,9.14156,1.1875
-1.420e-03,8.9875,1.19039
-1.400e-03,8.78187,1.19031
-1.380e-03,8.57469,1.18875
-1.360e-03,8.34688,1.19141
-1.340e-03,8.115,1.19539
-1.320e-03,7.85531,1.19203
-1.300e-03,7.59625,1.19648
-1.280e-03,7.30969,1.19258
-1.260e-03,7.04656,1.19672
-1.240e-03,6.72875,1.19797
-1.220e-03,6.465,1.19578
-1.200e-03,6.17031,1.19305
-1.180e-03,5.85438,1.19617
-1.160e-03,5.53094,1.19523
-1.140e-03,5.21219,1.19352
-1.120e-03,4.91344,1.1957
-1.100e-03,4.60438,1.19773
-1.080e-03,4.28156,1.19422
-1.060e-03,4.0225,1.19359
-1.040e-03,3.75281,1.18977
-1.020e-03,3.46063,1.1918
-1.000e-03,3.15813,1.18695
-9.800e-04,2.86062,1.18898
-9.600e-04,2.59844,1.19031
-9.400e-04,2.31875,1.18063
-9.200e-04,2.04719,1.18344
-9.000e-04,1.78688,1.17977
-8.800e-04,1.55812,1.17312
-8.600e-04,1.35688,1.13906
-8.400e-04,1.15125,0.999375
-8.200e-04,0.940313,0.829141
-8.000e-04,0.776875,0.668047
-7.800e-04,0.61,0.525547
-7.600e-04,0.46125,0.395469
-7.400e-04,0.327812,0.276797
-7.200e-04,0.217812,0.192187
-7.000e-04,0.144062,0.122891
-6.800e-04,0.05875,0.0525781
-6.600e-04,0.026875,0.01375
-6.400e-04,-0.02,-0.0135156
-6.200e-04,-0.0253125,-0.0214844
-6.000e-04,-0.0071875,-0.00757813
-5.800e-04,0.008125,0.0171094
-5.600e-04,0.083125,0.0635156
-5.400e-04,0.141563,0.133281
-5.200e-04,0.22625,0.204141
-5.000e-04,0.332187,0.300156
-4.800e-04,0.454063,0.413984
-4.600e-04,0.609688,0.54125
-4.400e-04,0.768125,0.68375
-4.200e-04,0.950938,0.839531
-4.000e-04,1.15313,1.00633
-3.800e-04,1.35594,1.14516
-3.600e-04,1.56281,1.17242
-3.400e-04,1.80437,1.1668
-3.200e-04,2.04563,1.1675
-3.000e-04,2.33,1.16492
-2.800e-04,2.58156,1.15719
-2.600e-04,2.87,1.1557
-2.400e-04,3.15344,1.15688
-2.200e-04,3.45312,1.14914
-2.000e-04,3.75563,1.15523
-1.800e-04,4.0175,1.15727
-1.600e-04,4.29906,1.15281
-1.400e-04,4.59875,1.15219
-1.200e-04,4.89938,1.15383
-1.000e-04,5.25125,1.15305
-8.000e-05,5.535,1.15539
-6.000e-05,5.87063,1.15523
-4.000e-05,6.18375,1.15695
-2.000e-05,6.47312,1.15437
-0.000e+00,6.73563,1.15805
2.000e-05,7.04469,1.1575
4.000e-05,7.34125,1.15719
6.000e-05,7.60562,1.15898
8.000e-05,7.865,1.15773
1.000e-04,8.11094,1.15625
1.200e-04,8.355,1.15578
1.400e-04,8.57969,1.16391
1.600e-04,8.78937,1.16539
1.800e-04,8.97813,1.16555
2.000e-04,9.14656,1.16492
2.200e-04,9.28813,1.16789
2.400e-04,9.44219,1.16984
2.600e-04,9.55063,1.16813
2.800e-04,9.64906,1.16859
3.000e-04,9.73562,1.17539
3.200e-04,9.81406,1.17312
3.400e-04,9.87031,1.17656
3.600e-04,9.88312,1.17688
3.800e-04,9.90844,1.17383
4.000e-04,9.89125,1.17125
4.200e-04,9.87219,1.17781
4.400e-04,9.8275,1.17875
4.600e-04,9.75031,1.18078
4.800e-04,9.65281,1.18781
5.000e-04,9.54594,1.18453
5.200e-04,9.42438,1.18836
5.400e-04,9.28906,1.18859
5.600e-04,9.1575,1.1918
5.800e-04,8.99375,1.18609
6.000e-04,8.79188,1.19813
6.200e-04,8.59125,1.19164
6.400e-04,8.36125,1.19133
6.600e-04,8.10688,1.19508
6.800e-04,7.86063,1.19703
7.000e-04,7.60031,1.19539
7.200e-04,7.33344,1.18922
7.400e-04,7.02594,1.19703
7.600e-04,6.75375,1.19586
7.800e-04,6.4675,1.19633
8.000e-04,6.17437,1.19148
8.200e-04,5.85562,1.19297
8.400e-04,5.52813,1.19734
8.600e-04,5.22219,1.1868
8.800e-04,4.9125,1.19398
9.000e-04,4.59375,1.19281
9.200e-04,4.28,1.19172
9.400e-04,4.02062,1.1925
9.600e-04,3.74125,1.19211
9.800e-04,3.43531,1.18484
1.000e-03,3.13906,1.18773
1.020e-03,2.86531,1.1857
1.040e-03,2.59344,1.18555
1.060e-03,2.30187,1.18266
1.080e-03,2.03844,1.18336
1.100e-03,1.77406,1.17797
1.120e-03,1.55219,1.17641
1.140e-03,1.36063,1.14109
1.160e-03,1.13687,0.999609
1.180e-03,0.950625,0.833828
1.200e-03,0.7625,0.668516
1.220e-03,0.60375,0.523516
1.240e-03,0.449688,0.391875
1.260e-03,0.3375,0.281094
1.280e-03,0.215,0.19
1.300e-03,0.141563,0.122344
1.320e-03,0.07625,0.0599219
1.340e-03,0.015625,0.0213281
1.360e-03,0.0075,-0.0140625
1.380e-03,-0.0259375,-0.0125
1.400e-03,-0.00375,-0.00648438
1.420e-03,0.0165625,0.0166406
1.440e-03,0.0740625,0.06875
1.460e-03,0.140938,0.126562
1.480e-03,0.230625,0.205937
1.500e-03,0.32125,0.292422
1.520e-03,0.461562,0.405625
1.540e-03,0.603125,0.540391
1.560e-03,0.76875,0.691406
1.580e-03,0.959375,0.842109
1.600e-03,1.13437,1.00687
1.620e-03,1.35312,1.14258
1.640e-03,1.54813,1.1725
1.660e-03,1.80031,1.1675
1.680e-03,2.05969,1.1657
1.700e-03,2.32625,1.15914
1.720e-03,2.59719,1.15656
1.740e-03,2.86031,1.15742
1.760e-03,3.16375,1.15609
1.780e-03,3.46781,1.15297
1.800e-03,3.75062,1.15055
1.820e-03,4.02813,1.14938
1.840e-03,4.29969,1.15492
1.860e-03,4.60469,1.15539
1.880e-03,4.93469,1.15328
1.900e-03,5.21281,1.15117
1.920e-03,5.55156,1.15422
1.940e-03,5.84812,1.1518
1.960e-03,6.18219,1.15477
1.980e-03,6.46469,1.1518
2.000e-03,6.75875,1.15484
2.020e-03,7.03625,1.15695
2.040e-03,7.32781,1.15445
2.060e-03,7.59656,1.15719
2.080e-03,7.87875,1.15789
2.100e-03,8.11344,1.16031
2.120e-03,8.34219,1.15953
2.140e-03,8.58,1.16531
2.160e-03,8.79219,1.16594
2.180e-03,8.98937,1.16406
2.200e-03,9.13781,1.16578
2.220e-03,9.28594,1.17063
2.240e-03,9.42813,1.16641
2.260e-03,9.53594,1.16953
2.280e-03,9.66031,1.17437
2.300e-03,9.74344,1.17492
2.320e-03,9.80438,1.17383
2.340e-03,9.86625,1.17234
2.360e-03,9.89406,1.17711
2.380e-03,9.90531,1.17984
2.400e-03,9.89875,1.17719
2.420e-03,9.85656,1.17773
2.440e-03,9.80625,1.17992
2.460e-03,9.73969,1.18492
2.480e-03,9.66188,1.18523
2.500e-03,9.54156,1.18461
2.520e-03,9.43781,1.18805
2.540e-03,9.275,1.19289
2.560e-03,9.15094,1.19516
2.580e-03,8.97656,1.18977
2.600e-03,8.79688,1.19188
2.620e-03,8.58844,1.19516
2.640e-03,8.34875,1.19242
2.660e-03,8.11531,1.19437
2.680e-03,7.84406,1.19523
2.700e-03,7.6125,1.19289
2.720e-03,7.33656,1.19406
2.740e-03,7.03562,1.19516
2.760e-03,6.76469,1.19461
2.780e-03,6.46781,1.19734
2.800e-03,6.17125,1.19211
2.820e-03,5.84906,1.19211
2.840e-03,5.53219,1.19117
2.860e-03,5.22625,1.18992
2.880e-03,4.90875,1.19445
2.900e-03,4.59281,1.19164
2.920e-03,4.29188,1.19266
2.940e-03,4.01875,1.19727
2.960e-03,3.75656,1.19258
2.980e-03,3.44531,1.18805
3.000e-03,3.145,1.18836
3.020e-03,2.86781,1.18688
3.040e-03,2.59563,1.1875
3.060e-03,2.30656,1.18203
3.080e-03,2.03625,1.18188
3.100e-03,1.78656,1.1818
3.120e-03,1.56031,1.17805
3.140e-03,1.34781,1.14203
3.160e-03,1.14625,0.998672
3.180e-03,0.948437,0.834844
3.200e-03,0.766563,0.672266
3.220e-03,0.597187,0.526875
3.240e-03,0.454063,0.398438
3.260e-03,0.328438,0.281719
3.280e-03,0.228438,0.193516
3.300e-03,0.141875,0.119375
3.320e-03,0.0634375,0.05625
3.340e-03,0.028125,0.0159375
3.360e-03,-0.0140625,-0.00828125
3.380e-03,-0.010625,-0.0161719
3.400e-03,-0.005,-0.0075
3.420e-03,0.034375,0.0209375
3.440e-03,0.0759375,0.0696875
3.460e-03,0.12875,0.126953
3.480e-03,0.22625,0.204219
3.500e-03,0.325,0.2925
3.520e-03,0.46375,0.406406
3.540e-03,0.6025,0.537813
3.560e-03,0.775,0.687344
3.580e-03,0.955,0.840391
3.600e-03,1.1525,1.00672
3.620e-03,1.3525,1.14016
3.640e-03,1.5575,1.1793
3.660e-03,1.79937,1.16977
3.680e-03,2.05469,1.16437
3.700e-03,2.31594,1.16094
3.720e-03,2.59813,1.15875
3.740e-03,2.87406,1.15461
3.760e-03,3.15,1.15164
3.780e-03,3.45875,1.1575
3.800e-03,3.73937,1.15437
3.820e-03,4.02625,1.15297
3.840e-03,4.30687,1.15023
3.860e-03,4.60406,1.14953
3.880e-03,4.91875,1.14773
3.900e-03,5.22906,1.15102
3.920e-03,5.54375,1.15547
3.940e-03,5.85344,1.15563
3.960e-03,6.17219,1.15461
3.980e-03,6.48469,1.15641
4.000e-03,6.7525,1.15141
4.020e-03,7.05687,1.15734
4.040e-03,7.32844,1.15633
4.060e-03,7.59594,1.15891
4.080e-03,7.87,1.16273
4.100e-03,8.12281,1.15719
4.120e-03,8.35625,1.16156
4.140e-03,8.56969,1.16289
4.160e-03,8.80594,1.16383
4.180e-03,8.9875,1.16391
4.200e-03,9.16188,1.16758
4.220e-03,9.30844,1.17164
4.240e-03,9.42625,1.16516
4.260e-03,9.53969,1.16875
4.280e-03,9.66437,1.16898
4.300e-03,9.74687,1.17359
4.320e-03,9.805,1.17242
4.340e-03,9.85438,1.17656
4.360e-03,9.89469,1.17875
4.380e-03,9.91375,1.18047
4.400e-03,9.91,1.18297
4.420e-03,9.86281,1.18273
4.440e-03,9.82094,1.18016
4.460e-03,9.75437,1.18164
4.480e-03,9.66219,1.18141
4.500e-03,9.54094,1.18367
4.520e-03,9.42938,1.18547
4.540e-03,9.28562,1.19156
4.560e-03,9.14281,1.18844
4.580e-03,8.96719,1.18836
4.600e-03,8.79125,1.19266
4.620e-03,8.58031,1.19312
4.640e-03,8.3575,1.18969
4.660e-03,8.11344,1.19344
4.680e-03,7.86406,1.19539
4.700e-03,7.59187,1.19203
4.720e-03,7.32688,1.19219
4.740e-03,7.03094,1.19352
4.760e-03,6.75219,1.19422
4.780e-03,6.46906,1.19852
4.800e-03,6.15656,1.19297
4.820e-03,5.87125,1.19133
4.840e-03,5.54781,1.19641
4.860e-03,5.22125,1.19172
4.880e-03,4.92781,1.19406
4.900e-03,4.59875,1.19359
4.920e-03,4.29188,1.19289
4.940e-03,4.01969,1.19031
4.960e-03,3.75188,1.18969
4.980e-03,3.4375,1.19094
5.000e-03,3.15219,1.1907
5.020e-03,2.85656,1.18805
5.040e-03,2.59719,1.18484
5.060e-03,2.31719,1.18406
5.080e-03,2.04688,1.18375
5.100e-03,1.78594,1.17938
5.120e-03,1.55906,1.17813
5.140e-03,1.33156,1.14062
5.160e-03,1.13937,1.00352
5.180e-03,0.959375,0.834688
5.200e-03,0.76375,0.674687
5.220e-03,0.5975,0.530859
5.240e-03,0.454687,0.399453
5.260e-03,0.32375,0.282266
5.280e-03,0.217812,0.196406
5.300e-03,0.135,0.124219
5.320e-03,0.0925,0.0582812
5.340e-03,0.01,0.0146094
5.360e-03,0.0034375,-0.0135938
5.380e-03,-0.0015625,-0.0204688
5.400e-03,-0.0128125,-0.00671875
5.420e-03,0.0334375,0.02125
5.440e-03,0.070625,0.0670312
5.460e-03,0.144062,0.133828
5.480e-03,0.222812,0.204687
