Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
-8.460e-03,0.62375,0.546172
-8.440e-03,0.78,0.697734
-8.420e-03,0.9675,0.857031
-8.400e-03,1.1575,1.03023
-8.380e-03,1.36406,1.21133
-8.360e-03,1.58094,1.37
-8.340e-03,1.81062,1.41461
-8.320e-03,2.06719,1.40078
-8.300e-03,2.33719,1.39719
-8.280e-03,2.615,1.39797
-8.260e-03,2.89312,1.3907
-8.240e-03,3.17344,1.39359
-8.220e-03,3.4725,1.38891
-8.200e-03,3.75781,1.38813
-8.180e-03,4.03219,1.38938
-8.160e-03,4.30469,1.38984
-8.140e-03,4.61125,1.38187
-8.120e-03,4.94937,1.39305
-8.100e-03,5.25312,1.38391
-8.080e-03,5.55813,1.38133
-8.060e-03,5.89375,1.38508
-8.040e-03,6.19031,1.38852
-8.020e-03,6.48062,1.38844
-8.000e-03,6.76313,1.39141
-7.980e-03,7.06125,1.39008
-7.960e-03,7.33469,1.39648
-7.940e-03,7.62188,1.39234
-7.920e-03,7.88094,1.3957
-7.900e-03,8.13188,1.39453
-7.880e-03,8.36406,1.40055
-7.860e-03,8.60281,1.39984
-7.840e-03,8.81219,1.40195
-7.820e-03,8.99469,1.40125
-7.800e-03,9.15469,1.40258
-7.780e-03,9.30094,1.40281
-7.760e-03,9.45437,1.40289
-7.740e-03,9.55063,1.405
-7.720e-03,9.66875,1.40773
-7.700e-03,9.7375,1.41023
-7.680e-03,9.82469,1.41258
-7.660e-03,9.85875,1.41297
-7.640e-03,9.89625,1.41391
-7.620e-03,9.91,1.41469
-7.600e-03,9.9075,1.41406
-7.580e-03,9.86156,1.41477
-7.560e-03,9.81406,1.42078
-7.540e-03,9.7475,1.41805
-7.520e-03,9.65625,1.42336
-7.500e-03,9.53406,1.41977
-7.480e-03,9.41375,1.42008
-7.460e-03,9.25656,1.42078
-7.440e-03,9.1375,1.42211
-7.420e-03,8.97094,1.42547
-7.400e-03,8.76844,1.42492
-7.380e-03,8.57156,1.42133
-7.360e-03,8.34594,1.41906
-7.340e-03,8.10187,1.4268
-7.320e-03,7.86375,1.42391
-7.300e-03,7.60688,1.42602
-7.280e-03,7.31344,1.42805
-7.260e-03,7.0425,1.43125
-7.240e-03,6.755,1.42586
-7.220e-03,6.45156,1.42562
-7.200e-03,6.15656,1.42836
-7.180e-03,5.83563,1.42633
-7.160e-03,5.51813,1.42602
-7.140e-03,5.215,1.42344
-7.120e-03,4.89125,1.42641
-7.100e-03,4.58656,1.42805
-7.080e-03,4.27344,1.42281
-7.060e-03,4.01344,1.42445
-7.040e-03,3.73,1.42359
-7.020e-03,3.43312,1.42289
-7.000e-03,3.13063,1.41719
-6.980e-03,2.84813,1.4182
-6.960e-03,2.59219,1.4182
-6.940e-03,2.28344,1.41203
-6.920e-03,2.01313,1.41398
-6.900e-03,1.77125,1.41344
-6.880e-03,1.56156,1.34836
-6.860e-03,1.34,1.1868
-6.840e-03,1.13844,1.00078
-6.820e-03,0.942188,0.828437
-6.800e-03,0.766563,0.661797
-6.780e-03,0.59875,0.516016
-6.760e-03,0.447812,0.385625
-6.740e-03,0.331875,0.269453
-6.720e-03,0.22875,0.183594
-6.700e-03,0.1375,0.114297
-6.680e-03,0.0728125,0.0517187
-6.660e-03,0.0215625,0.00539062
-6.640e-03,-0.0140625,-0.011875
-6.620e-03,-0.0146875,-0.0205469
-6.600e-03,-0.0059375,-0.00851562
-6.580e-03,0.029375,0.0185937
-6.560e-03,0.0821875,0.0683594
-6.540e-03,0.14625,0.134219
-6.520e-03,0.229375,0.211641
-6.500e-03,0.34125,0.296563
-6.480e-03,0.465937,0.413516
-6.460e-03,0.6225,0.546875
-6.440e-03,0.793438,0.700469
-6.420e-03,0.956875,0.858594
-6.400e-03,1.17437,1.03164
-6.380e-03,1.36406,1.20906
-6.360e-03,1.5775,1.36563
-6.340e-03,1.80969,1.4132
-6.320e-03,2.06281,1.40195
-6.300e-03,2.32406,1.39508
-6.280e-03,2.60875,1.39242
-6.260e-03,2.89562,1.39078
-6.240e-03,3.16219,1.38477
-6.220e-03,3.46406,1.38703
-6.200e-03,3.7625,1.3875
-6.180e-03,4.02844,1.38258
-6.160e-03,4.30469,1.38133
-6.140e-03,4.6125,1.3825
-6.120e-03,4.92781,1.38359
-6.100e-03,5.25781,1.38562
-6.080e-03,5.555,1.39305
-6.060e-03,5.89219,1.39023
-6.040e-03,6.20219,1.38789
-6.020e-03,6.48563,1.38727
-6.000e-03,6.75687,1.3918
-5.980e-03,7.05188,1.38922
-5.960e-03,7.335,1.39211
-5.940e-03,7.62937,1.39586
-5.920e-03,7.87594,1.385
-5.900e-03,8.1225,1.39094
-5.880e-03,8.37844,1.3968
-5.860e-03,8.59156,1.39609
-5.840e-03,8.79563,1.39805
-5.820e-03,8.99531,1.40164
-5.800e-03,9.15687,1.39719
-5.780e-03,9.30625,1.40039
-5.760e-03,9.43,1.40391
-5.740e-03,9.57188,1.40328
-5.720e-03,9.68156,1.40555
-5.700e-03,9.73969,1.40305
-5.680e-03,9.82313,1.4093
-5.660e-03,9.86875,1.41016
-5.640e-03,9.89281,1.40945
-5.620e-03,9.90281,1.41125
-5.600e-03,9.89156,1.41289
-5.580e-03,9.85938,1.4132
-5.560e-03,9.80656,1.41539
-5.540e-03,9.7475,1.41875
-5.520e-03,9.645,1.41977
-5.500e-03,9.55031,1.4193
-5.480e-03,9.40312,1.42055
-5.460e-03,9.28281,1.42234
-5.440e-03,9.14313,1.42453
-5.420e-03,8.97188,1.4218
-5.400e-03,8.78281,1.42789
-5.380e-03,8.57062,1.42656
-5.360e-03,8.34187,1.42711
-5.340e-03,8.10344,1.43047
-5.320e-03,7.86406,1.43133
-5.300e-03,7.61156,1.42789
-5.280e-03,7.31563,1.43078
-5.260e-03,7.03188,1.42797
-5.240e-03,6.73281,1.42828
-5.220e-03,6.45875,1.43078
-5.200e-03,6.16125,1.425
-5.180e-03,5.83625,1.42914
-5.160e-03,5.52062,1.42844
-5.140e-03,5.21563,1.43273
-5.120e-03,4.89813,1.43195
-5.100e-03,4.58063,1.42375
-5.080e-03,4.26281,1.41992
-5.060e-03,4.01875,1.4218
-5.040e-03,3.735,1.42273
-5.020e-03,3.44062,1.41836
-5.000e-03,3.14719,1.41664
-4.980e-03,2.85938,1.41789
-4.960e-03,2.57313,1.41641
-4.940e-03,2.30687,1.4107
-4.920e-03,2.03469,1.41461
-4.900e-03,1.78594,1.40891
-4.880e-03,1.55969,1.35617
-4.860e-03,1.34031,1.18906
-4.840e-03,1.13344,0.999687
-4.820e-03,0.938438,0.824219
-4.800e-03,0.76125,0.662813
-4.780e-03,0.589062,0.514766
-4.760e-03,0.46125,0.387266
-4.740e-03,0.334687,0.271953
-4.720e-03,0.222187,0.188828
-4.700e-03,0.130313,0.116328
-4.680e-03,0.0809375,0.0567969
-4.660e-03,0.03375,0.009375
-4.640e-03,-0.010625,-0.0160156
-4.620e-03,-0.0109375,-0.0247656
-4.600e-03,-0.010625,-0.00882813
-4.580e-03,0.0328125,0.0190625
-4.560e-03,0.083125,0.068125
-4.540e-03,0.14375,0.135313
-4.520e-03,0.235937,0.21125
-4.500e-03,0.348125,0.300078
-4.480e-03,0.478125,0.413281
-4.460e-03,0.607813,0.547422
-4.440e-03,0.766875,0.694609
-4.420e-03,0.971875,0.856563
-4.400e-03,1.16156,1.0307
-4.380e-03,1.36656,1.21063
-4.360e-03,1.57687,1.37125
-4.340e-03,1.80594,1.41031
-4.320e-03,2.05812,1.40523
-4.300e-03,2.33281,1.39867
-4.280e-03,2.60187,1.39625
-4.260e-03,2.88,1.39703
-4.240e-03,3.18781,1.39336
-4.220e-03,3.48406,1.3868
-4.200e-03,3.76969,1.38828
-4.180e-03,4.04125,1.38062
-4.160e-03,4.32906,1.38555
-4.140e-03,4.62063,1.38562
-4.120e-03,4.94062,1.3843
-4.100e-03,5.24531,1.38148
-4.080e-03,5.54656,1.38945
-4.060e-03,5.87219,1.3875
-4.040e-03,6.18438,1.38828
-4.020e-03,6.47562,1.38773
-4.000e-03,6.77688,1.39086
-3.980e-03,7.06438,1.38992
-3.960e-03,7.35281,1.3907
-3.940e-03,7.63,1.39102
-3.920e-03,7.86781,1.38992
-3.900e-03,8.12469,1.39617
-3.880e-03,8.35875,1.40117
-3.860e-03,8.58625,1.40266
-3.840e-03,8.80156,1.4007
-3.820e-03,8.97938,1.40492
-3.800e-03,9.145,1.40391
-3.780e-03,9.30469,1.40633
-3.760e-03,9.425,1.40328
-3.740e-03,9.56219,1.40688
-3.720e-03,9.65344,1.41055
-3.700e-03,9.73781,1.40703
-3.680e-03,9.80625,1.40719
-3.660e-03,9.87562,1.41352
-3.640e-03,9.89531,1.41742
-3.620e-03,9.91594,1.41578
-3.600e-03,9.91188,1.41367
-3.580e-03,9.86812,1.42047
-3.560e-03,9.82781,1.42109
-3.540e-03,9.73719,1.42141
-3.520e-03,9.65156,1.42133
-3.500e-03,9.54125,1.42141
-3.480e-03,9.42312,1.42031
-3.460e-03,9.28313,1.42078
-3.440e-03,9.14656,1.42406
-3.420e-03,8.955,1.42414
-3.400e-03,8.77719,1.42195
-3.380e-03,8.58375,1.42625
-3.360e-03,8.35438,1.42523
-3.340e-03,8.09031,1.42781
-3.320e-03,7.86937,1.42969
-3.300e-03,7.59187,1.4268
-3.280e-03,7.31563,1.42711
-3.260e-03,7.03781,1.42789
-3.240e-03,6.74656,1.42742
-3.220e-03,6.45594,1.42586
-3.200e-03,6.16563,1.42914
-3.180e-03,5.86281,1.42867
-3.160e-03,5.51813,1.42641
-3.140e-03,5.21281,1.42797
-3.120e-03,4.89094,1.42453
-3.100e-03,4.59219,1.42867
-3.080e-03,4.26938,1.42523
-3.060e-03,3.99906,1.42273
-3.040e-03,3.73594,1.42039
-3.020e-03,3.43031,1.42047
-3.000e-03,3.12281,1.42219
-2.980e-03,2.85969,1.42125
-2.960e-03,2.58406,1.41992
-2.940e-03,2.30844,1.42211
-2.920e-03,2.03531,1.41437
-2.900e-03,1.78219,1.41289
-2.880e-03,1.55156,1.35367
-2.860e-03,1.34187,1.18633
-2.840e-03,1.12906,1.00016
-2.820e-03,0.9475,0.824219
-2.800e-03,0.758437,0.663281
-2.780e-03,0.6,0.518125
-2.760e-03,0.45625,0.387578
-2.740e-03,0.32625,0.271484
-2.720e-03,0.219063,0.188359
-2.700e-03,0.144375,0.113359
-2.680e-03,0.079375,0.0565625
-2.660e-03,0.0234375,0.0102344
-2.640e-03,-0.0090625,-0.0151563
-2.620e-03,-0.0225,-0.0236719
-2.600e-03,-0.0053125,-0.00640625
-2.580e-03,0.0203125,0.0238281
-2.560e-03,0.0821875,0.0699219
-2.540e-03,0.158125,0.130391
-2.520e-03,0.232187,0.213203
-2.500e-03,0.351562,0.297969
-2.480e-03,0.468437,0.412813
-2.460e-03,0.619687,0.550156
-2.440e-03,0.768125,0.695937
-2.420e-03,0.965937,0.854609
-2.400e-03,1.15406,1.03086
-2.380e-03,1.36187,1.21242
-2.360e-03,1.58062,1.37227
-2.340e-03,1.79906,1.41164
-2.320e-03,2.05313,1.40414
-2.300e-03,2.32594,1.40266
-2.280e-03,2.59563,1.3925
-2.260e-03,2.88938,1.39039
-2.240e-03,3.17,1.38883
-2.220e-03,3.465,1.38688
-2.200e-03,3.76812,1.38789
-2.180e-03,4.03656,1.38648
-2.160e-03,4.31438,1.38797
-2.140e-03,4.61531,1.38602
-2.120e-03,4.94,1.38242
-2.100e-03,5.26375,1.3868
-2.080e-03,5.55406,1.38398
-2.060e-03,5.86094,1.38758
-2.040e-03,6.18344,1.39078
-2.020e-03,6.48031,1.39062
-2.000e-03,6.77562,1.39102
-1.980e-03,7.05531,1.38883
-1.960e-03,7.34688,1.3918
-1.940e-03,7.63187,1.38844
-1.920e-03,7.88344,1.39414
-1.900e-03,8.12375,1.39383
-1.880e-03,8.37875,1.39297
-1.860e-03,8.60063,1.40109
-1.840e-03,8.82031,1.40305
-1.820e-03,8.99375,1.40031
-1.800e-03,9.16375,1.40383
-1.780e-03,9.2975,1.40273
-1.760e-03,9.44219,1.40086
-1.740e-03,9.57125,1.40875
-1.720e-03,9.66531,1.40938
-1.700e-03,9.74219,1.40578
-1.680e-03,9.82594,1.41102
-1.660e-03,9.86688,1.41063
-1.640e-03,9.90188,1.41281
-1.620e-03,9.90906,1.41422
-1.600e-03,9.90031,1.41836
-1.580e-03,9.8825,1.41727
-1.560e-03,9.8125,1.41727
-1.540e-03,9.75,1.41758
-1.520e-03,9.64562,1.41719
-1.500e-03,9.55594,1.42109
-1.480e-03,9.4225,1.42203
-1.460e-03,9.26781,1.41984
-1.440e-03,9.14688,1.42219
-1.420e-03,8.975,1.42516
-1.400e-03,8.78719,1.42359
-1.380e-03,8.58156,1.42555
-1.360e-03,8.335,1.42344
-1.340e-03,8.09875,1.42508
-1.320e-03,7.845,1.42578
-1.300e-03,7.60313,1.4268
-1.280e-03,7.32531,1.4268
-1.260e-03,7.02969,1.42828
-1.240e-03,6.72938,1.42914
-1.220e-03,6.46344,1.42477
-1.200e-03,6.15969,1.42398
-1.180e-03,5.84656,1.42508
-1.160e-03,5.52906,1.42875
-1.140e-03,5.21344,1.42172
-1.120e-03,4.91125,1.42664
-1.100e-03,4.58875,1.42422
-1.080e-03,4.27031,1.42687
-1.060e-03,4.0175,1.42086
-1.040e-03,3.75344,1.42078
-1.020e-03,3.435,1.41914
-1.000e-03,3.14781,1.41664
-9.800e-04,2.86375,1.41984
-9.600e-04,2.58812,1.41898
-9.400e-04,2.30094,1.4193
-9.200e-04,2.03719,1.41516
-9.000e-04,1.78125,1.40594
-8.800e-04,1.535,1.35844
-8.600e-04,1.35094,1.1843
-8.400e-04,1.13563,1.00039
-8.200e-04,0.935313,0.828437
-8.000e-04,0.756875,0.663594
-7.800e-04,0.586875,0.517656
-7.600e-04,0.444688,0.385625
-7.400e-04,0.325625,0.272813
-7.200e-04,0.232813,0.190547
-7.000e-04,0.143125,0.111016
-6.800e-04,0.078125,0.0476562
-6.600e-04,0.020625,0.00953125
-6.400e-04,-0.0059375,-0.0166406
-6.200e-04,-0.010625,-0.0235156
-6.000e-04,0.01125,-0.01
-5.800e-04,0.02125,0.0164844
-5.600e-04,0.075,0.0688281
-5.400e-04,0.1475,0.128281
-5.200e-04,0.233125,0.203594
-5.000e-04,0.33625,0.297344
-4.800e-04,0.466563,0.418984
-4.600e-04,0.615625,0.547813
-4.400e-04,0.76875,0.697422
-4.200e-04,0.962188,0.856719
-4.000e-04,1.16375,1.03078
-3.800e-04,1.37844,1.2082
-3.600e-04,1.58375,1.36516
-3.400e-04,1.8125,1.41078
-3.200e-04,2.06062,1.4018
-3.000e-04,2.325,1.40141
-2.800e-04,2.60062,1.40063
-2.600e-04,2.87656,1.39547
-2.400e-04,3.18719,1.39023
-2.200e-04,3.47812,1.39297
-2.000e-04,3.76,1.38891
-1.800e-04,4.03156,1.38797
-1.600e-04,4.31562,1.38969
-1.400e-04,4.62312,1.38289
-1.200e-04,4.93063,1.38586
-1.000e-04,5.25125,1.39211
-8.000e-05,5.56937,1.38844
-6.000e-05,5.865,1.39187
-4.000e-05,6.20156,1.38844
-2.000e-05,6.47969,1.39297
-0.000e+00,6.78156,1.39445
2.000e-05,7.06844,1.38711
4.000e-05,7.34938,1.39094
6.000e-05,7.615,1.39117
8.000e-05,7.87531,1.39359
1.000e-04,8.13781,1.39516
1.200e-04,8.36781,1.40148
1.400e-04,8.60344,1.39836
1.600e-04,8.80594,1.39453
1.800e-04,9.0025,1.40344
2.000e-04,9.15375,1.39906
2.200e-04,9.29125,1.4
2.400e-04,9.42625,1.40453
2.600e-04,9.55719,1.40656
2.800e-04,9.66469,1.40969
3.000e-04,9.74812,1.4107
3.200e-04,9.82812,1.40992
3.400e-04,9.88344,1.41039
3.600e-04,9.89844,1.41352
3.800e-04,9.90906,1.41586
4.000e-04,9.90188,1.41305
4.200e-04,9.87,1.41477
4.400e-04,9.81938,1.41344
4.600e-04,9.74437,1.41922
4.800e-04,9.64531,1.41938
5.000e-04,9.53844,1.42273
5.200e-04,9.41781,1.42234
5.400e-04,9.27906,1.42102
5.600e-04,9.1375,1.42422
5.800e-04,8.97438,1.42352
6.000e-04,8.78875,1.42695
6.200e-04,8.57156,1.42586
6.400e-04,8.35125,1.42875
6.600e-04,8.09156,1.42969
6.800e-04,7.87031,1.4293
7.000e-04,7.59719,1.42719
7.200e-04,7.3275,1.42805
7.400e-04,7.02406,1.42859
7.600e-04,6.73344,1.42867
7.800e-04,6.44813,1.42766
8.000e-04,6.15625,1.42883
8.200e-04,5.83812,1.42695
8.400e-04,5.53562,1.42656
8.600e-04,5.20844,1.42602
8.800e-04,4.89844,1.42648
9.000e-04,4.59125,1.43031
9.200e-04,4.27031,1.42117
9.400e-04,4.00844,1.42609
9.600e-04,3.73969,1.42781
9.800e-04,3.42844,1.42359
1.000e-03,3.14156,1.41664
1.020e-03,2.85906,1.41859
1.040e-03,2.59281,1.42078
1.060e-03,2.31562,1.41734
1.080e-03,2.02344,1.41805
1.100e-03,1.76313,1.40938
1.120e-03,1.55156,1.35469
1.140e-03,1.35219,1.18656
1.160e-03,1.135,0.999766
1.180e-03,0.930312,0.829688
1.200e-03,0.75125,0.664531
1.220e-03,0.60625,0.516797
1.240e-03,0.46,0.387969
1.260e-03,0.334687,0.276875
1.280e-03,0.22,0.187031
1.300e-03,0.144687,0.115781
1.320e-03,0.06125,0.0528125
1.340e-03,0.0284375,0.00929687
1.360e-03,-0.010625,-0.0178125
1.380e-03,-0.0125,-0.0169531
1.400e-03,0.005,-0.00851562
1.420e-03,0.0159375,0.0185156
1.440e-03,0.08625,0.0703906
1.460e-03,0.179688,0.129766
1.480e-03,0.23125,0.210781
1.500e-03,0.347812,0.298672
1.520e-03,0.46125,0.419297
1.540e-03,0.60875,0.548594
1.560e-03,0.78125,0.699453
1.580e-03,0.946875,0.855469
1.600e-03,1.1675,1.03008
1.620e-03,1.37219,1.21523
1.640e-03,1.57781,1.36898
1.660e-03,1.81312,1.41391
1.680e-03,2.05469,1.40336
1.700e-03,2.33281,1.40086
1.720e-03,2.6225,1.395
1.740e-03,2.87844,1.39055
1.760e-03,3.15406,1.38875
1.780e-03,3.47031,1.38953
1.800e-03,3.77906,1.39266
1.820e-03,4.0275,1.38766
1.840e-03,4.31187,1.39234
1.860e-03,4.61969,1.38039
1.880e-03,4.93187,1.38383
1.900e-03,5.25531,1.38914
1.920e-03,5.5675,1.38656
1.940e-03,5.88813,1.38508
1.960e-03,6.1775,1.38773
1.980e-03,6.47687,1.39
2.000e-03,6.75219,1.39242
2.020e-03,7.06844,1.39539
2.040e-03,7.34406,1.3957
2.060e-03,7.62781,1.39539
2.080e-03,7.87125,1.39531
2.100e-03,8.13,1.39813
2.120e-03,8.36188,1.39813
2.140e-03,8.60219,1.39758
2.160e-03,8.80687,1.39859
2.180e-03,8.96937,1.40039
2.200e-03,9.16875,1.39805
2.220e-03,9.29906,1.40555
2.240e-03,9.43781,1.40102
2.260e-03,9.55187,1.40437
2.280e-03,9.66563,1.40609
2.300e-03,9.77562,1.41203
2.320e-03,9.83031,1.41391
2.340e-03,9.85719,1.40977
2.360e-03,9.89406,1.41078
2.380e-03,9.91719,1.41492
2.400e-03,9.905,1.41578
2.420e-03,9.85469,1.4143
2.440e-03,9.82313,1.41883
2.460e-03,9.74875,1.41875
2.480e-03,9.66531,1.425
2.500e-03,9.54938,1.42008
2.520e-03,9.42,1.42633
2.540e-03,9.27469,1.42539
2.560e-03,9.14813,1.42336
2.580e-03,8.97063,1.42742
2.600e-03,8.8,1.42648
2.620e-03,8.56594,1.42531
2.640e-03,8.33719,1.425
2.660e-03,8.10719,1.42797
2.680e-03,7.85813,1.42656
2.700e-03,7.59281,1.42656
2.720e-03,7.31,1.42859
2.740e-03,7.01625,1.43031
2.760e-03,6.73781,1.43266
2.780e-03,6.45781,1.43094
2.800e-03,6.15125,1.42594
2.820e-03,5.84156,1.42836
2.840e-03,5.51375,1.42805
2.860e-03,5.22156,1.42477
2.880e-03,4.90437,1.42875
2.900e-03,4.58844,1.42406
2.920e-03,4.27719,1.42289
2.940e-03,4.00531,1.4232
2.960e-03,3.73219,1.42359
2.980e-03,3.44,1.41922
3.000e-03,3.14438,1.42102
3.020e-03,2.85719,1.42156
3.040e-03,2.56531,1.41602
3.060e-03,2.29656,1.41555
3.080e-03,2.03125,1.41656
3.100e-03,1.77563,1.41289
3.120e-03,1.55625,1.3507
3.140e-03,1.34594,1.18289
3.160e-03,1.14594,1.00141
3.180e-03,0.942813,0.823828
3.200e-03,0.75375,0.663906
3.220e-03,0.600625,0.520156
3.240e-03,0.445312,0.384219
3.260e-03,0.32875,0.268203
3.280e-03,0.210313,0.18625
3.300e-03,0.157812,0.115156
3.320e-03,0.07,0.0519531
3.340e-03,0.029375,0.00757812
3.360e-03,-0.0025,-0.0145313
3.380e-03,-0.024375,-0.0172656
3.400e-03,0.0009375,-0.00726563
3.420e-03,0.0303125,0.0170312
3.440e-03,0.094375,0.064375
3.460e-03,0.154375,0.130156
3.480e-03,0.230313,0.208516
3.500e-03,0.338125,0.298594
3.520e-03,0.463437,0.418984
3.540e-03,0.615,0.550234
3.560e-03,0.775,0.693281
3.580e-03,0.975938,0.859141
3.600e-03,1.16562,1.02781
3.620e-03,1.36719,1.21484
3.640e-03,1.57469,1.37016
3.660e-03,1.8225,1.4118
3.680e-03,2.07719,1.40813
3.700e-03,2.33937,1.39805
3.720e-03,2.60219,1.39625
3.740e-03,2.87156,1.39055
3.760e-03,3.18531,1.38992
3.780e-03,3.46875,1.38414
3.800e-03,3.77438,1.3882
3.820e-03,4.03219,1.3868
3.840e-03,4.29656,1.39039
3.860e-03,4.61562,1.38977
3.880e-03,4.93406,1.3875
3.900e-03,5.25531,1.38352
3.920e-03,5.55656,1.3832
3.940e-03,5.8875,1.38531
3.960e-03,6.18156,1.38625
3.980e-03,6.48969,1.39484
4.000e-03,6.76938,1.39016
4.020e-03,7.05844,1.38758
4.040e-03,7.34281,1.3932
4.060e-03,7.6275,1.39125
4.080e-03,7.89125,1.39234
4.100e-03,8.12156,1.39953
4.120e-03,8.36344,1.39781
4.140e-03,8.58531,1.3957
4.160e-03,8.80687,1.39813
4.180e-03,9.00531,1.40078
4.200e-03,9.16938,1.39625
4.220e-03,9.29375,1.4007
4.240e-03,9.43844,1.40656
4.260e-03,9.56813,1.40352
4.280e-03,9.65687,1.40711
4.300e-03,9.77031,1.40508
4.320e-03,9.81813,1.40844
4.340e-03,9.85688,1.41031
4.360e-03,9.90281,1.40781
4.380e-03,9.90094,1.41172
4.400e-03,9.88844,1.41578
4.420e-03,9.87375,1.41461
4.440e-03,9.80719,1.41484
4.460e-03,9.73313,1.41813
4.480e-03,9.63594,1.42031
4.500e-03,9.54438,1.42227
4.520e-03,9.42406,1.42086
4.540e-03,9.285,1.41938
4.560e-03,9.13938,1.42523
4.580e-03,8.97719,1.42359
4.600e-03,8.76438,1.42484
4.620e-03,8.58281,1.42625
4.640e-03,8.35531,1.42547
4.660e-03,8.10844,1.42484
4.680e-03,7.87594,1.43125
4.700e-03,7.58719,1.43031
4.720e-03,7.31969,1.42742
4.740e-03,7.02406,1.43039
4.760e-03,6.73156,1.42531
4.780e-03,6.45469,1.42867
4.800e-03,6.14562,1.42617
4.820e-03,5.85031,1.43164
4.840e-03,5.51562,1.43047
4.860e-03,5.21406,1.42727
4.880e-03,4.91219,1.42711
4.900e-03,4.57188,1.4268
4.920e-03,4.28688,1.42562
4.940e-03,4.01469,1.42484
4.960e-03,3.72688,1.41953
4.980e-03,3.45188,1.41914
5.000e-03,3.13594,1.42039
5.020e-03,2.85062,1.42063
5.040e-03,2.57625,1.41609
5.060e-03,2.32344,1.41938
5.080e-03,2.03656,1.41906
5.100e-03,1.77719,1.41555
5.120e-03,1.56156,1.35234
5.140e-03,1.34563,1.18578
5.160e-03,1.13656,0.999375
5.180e-03,0.94125,0.821875
5.200e-03,0.769687,0.663594
5.220e-03,0.600625,0.513984
5.240e-03,0.457187,0.387578
5.260e-03,0.32125,0.270547
5.280e-03,0.224063,0.181797
5.300e-03,0.128437,0.115703
5.320e-03,0.0728125,0.0535937
5.340e-03,0.03125,0.0107812
5.360e-03,0.0078125,-0.01375
5.380e-03,-0.0159375,-0.0276563
5.400e-03,-0.0040625,-0.00796875
5.420e-03,0.033125,0.0234375
5.440e-03,0.09,0.0664844
5.460e-03,0.165625,0.129141
5.480e-03,0.242812,0.202969
5.500e-03,0.341875,0.299844
